Time,x_sat,y_sat,z_sat,InTrackAngle,CrossTrackAngle
34.0,2085.347219567774,-2085.3472195677737,6763.102367696461,69.33997749514519,6.801923591426679
35.0,1795.9480093002742,-1795.948009300274,6927.195766256381,67.1158203313631,7.787391942676598
36.0,1500.1342717490452,-1500.1342717490447,7066.547531978222,63.50626788892365,7.2964647995430285
37.0,1198.962554921377,-1198.9625549213763,7180.659946833045,56.451237262676536,7.690649091972471
38.0,893.5085437394823,-893.5085437394819,7269.125439335096,48.783542290898794,10.139952460616161
39.0,584.8632180527218,-584.8632180527209,7331.628040251196,40.283453840014715,7.378617291945445
40.0,274.12895602146784,-274.1289560214674,7367.944511137466,27.914808855588998,10.66734233296036
41.0,-37.584403210014,37.58440321001491,7377.945141672595,9.55612314651334,11.093858078055812
42.0,-349.1635234888169,349.1635234888178,7361.594212939837,-12.08346392687773,10.403511099736043
43.0,-659.4955481188016,659.4955481188025,7318.950125003074,-28.868319723170487,12.628546187131048
44.0,-967.4720746135401,967.472074613541,7250.1651883212635,-43.109444454347674,13.749096000745508
45.0,-1271.9931135403103,1271.9931135403112,7155.485079746279,-49.72834438480308,15.16640551402496
46.0,-1571.971017315468,1571.971017315469,7035.247965047139,-57.025584130281715,14.702330301785748
47.0,-1866.3343649188516,1866.334364918852,6889.883291094665,-64.87110370101888,17.590857628802915
49.0,-2434.0357292744693,2434.03572927447,6525.9359348288235,-67.6785820891388,21.35982809381767
