Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA
30.000,13223.358,-1775.077,12639.138,4529.954,0.665,-20.206,-0.677,4489.765,-0.674,2.081,2.006,4544.954,0.997,-5.206,-1.015,4504.765,-1.010,625.000,100.000,625.000,100.000,625.000,100.000,0.000,0.000,1.000,1.000,4544.954,0.997,-5.206,-1.015,4504.765,-1.010,625.000,100.000,625.000,100.000,625.000,100.000,0.000,0.000,1.000,1.000
31.000,13343.267,-1541.553,12543.394,4530.618,0.664,-20.883,-0.677,4489.092,-0.674,1.620,2.001,4544.843,0.853,-20.378,-2.843,4502.263,-1.203,481.938,96.122,153.452,90.727,426.125,95.189,-0.069,-0.047,0.022,0.022,4544.843,0.853,-20.378,-2.843,4502.263,-1.203,481.938,96.122,153.452,90.727,426.125,95.189,-0.069,-0.047,0.022,0.022
32.000,13460.091,-1307.673,12444.751,4531.283,0.664,-21.560,-0.677,4488.418,-0.674,1.162,1.999,4545.505,0.785,-23.222,-2.844,4501.288,-1.127,666.542,86.678,126.290,67.995,558.915,82.509,-0.001,0.002,0.011,0.011,4545.505,0.785,-23.222,-2.844,4501.288,-1.127,666.542,86.678,126.290,67.995,558.915,82.509,-0.001,0.002,0.011,0.011
33.000,13573.804,-1073.490,12343.232,4531.947,0.664,-22.237,-0.677,4487.744,-0.674,0.696,1.990,4546.196,0.764,-25.185,-2.543,4500.259,-1.082,987.379,78.234,125.788,45.728,785.100,69.605,0.005,0.004,0.011,0.011,4546.196,0.764,-25.185,-2.543,4500.259,-1.082,987.379,78.234,125.788,45.728,785.100,69.605,0.005,0.004,0.011,0.011
34.000,13684.379,-839.060,12238.859,4532.610,0.664,-22.914,-0.677,4487.070,-0.674,0.242,1.988,4546.722,0.746,-24.955,-1.733,4498.996,-1.089,1436.671,73.686,121.788,31.360,1081.583,60.827,0.018,0.012,0.011,0.010,4546.722,0.746,-24.955,-1.733,4498.996,-1.089,1436.671,73.686,121.788,31.360,1081.583,60.827,0.018,0.012,0.011,0.010
35.000,13791.790,-604.435,12131.656,4533.274,0.664,-23.591,-0.678,4486.396,-0.674,0.225,1.980,4547.184,0.698,-25.530,-1.448,4497.849,-1.082,2017.421,71.800,114.474,22.999,1440.115,55.217,-0.007,0.006,0.010,0.010,4547.184,0.698,-25.530,-1.448,4497.849,-1.082,2017.421,71.800,114.474,22.999,1440.115,55.217,-0.007,0.006,0.010,0.010
36.000,13896.013,-369.670,12021.650,4533.938,0.663,-24.269,-0.678,4485.722,-0.674,0.683,1.975,4547.416,0.640,-25.487,-1.136,4496.271,-1.152,2728.526,71.220,105.959,18.087,1849.717,51.327,-0.011,0.006,0.009,0.009,4547.416,0.640,-25.487,-1.136,4496.271,-1.152,2728.526,71.220,105.959,18.087,1849.717,51.327,-0.011,0.006,0.009,0.009
37.000,13997.024,-134.821,11908.864,4534.601,0.663,-24.947,-0.678,4485.048,-0.674,1.151,1.970,4547.669,0.570,-26.200,-1.058,4495.544,-1.071,3561.647,71.136,98.070,15.114,2295.160,48.270,-0.000,0.006,0.009,0.009,4547.669,0.570,-26.200,-1.058,4495.544,-1.071,3561.647,71.136,98.070,15.114,2295.160,48.270,-0.000,0.006,0.009,0.009
38.000,14094.800,100.061,11793.325,4535.264,0.663,-25.625,-0.678,4484.374,-0.674,1.609,1.960,4547.818,0.527,-26.694,-0.966,4493.879,-1.146,4499.606,71.084,92.874,13.287,2756.726,45.558,-0.005,0.001,0.009,0.008,4547.818,0.527,-26.694,-0.966,4493.879,-1.146,4499.606,71.084,92.874,13.287,2756.726,45.558,-0.005,0.001,0.009,0.008
39.000,14189.316,334.919,11675.060,4535.927,0.663,-26.303,-0.678,4483.700,-0.674,2.065,1.951,4547.616,0.461,-27.020,-0.871,4491.708,-1.265,5517.397,70.806,93.035,12.183,3213.594,42.952,-0.007,0.000,0.008,0.008,4547.616,0.461,-27.020,-0.871,4491.708,-1.265,5517.397,70.806,93.035,12.183,3213.594,42.952,-0.007,0.000,0.008,0.008
40.000,14280.553,569.699,11554.096,4536.589,0.663,-26.981,-0.678,4483.025,-0.675,2.522,1.951,4546.795,0.323,-26.920,-0.735,4490.059,-1.282,6584.506,70.165,101.617,11.565,3644.856,40.341,-0.006,0.009,0.008,0.008,4546.795,0.323,-26.920,-0.735,4490.059,-1.282,6584.506,70.165,101.617,11.565,3644.856,40.341,-0.006,0.009,0.008,0.008
41.000,14368.489,804.348,11430.462,4537.252,0.662,-27.660,-0.679,4482.350,-0.675,2.975,1.944,4545.804,0.202,-26.930,-0.639,4487.932,-1.351,7668.571,69.117,121.763,11.291,4031.609,37.694,-0.006,0.005,0.008,0.008,4545.804,0.202,-26.930,-0.639,4487.932,-1.351,7668.571,69.117,121.763,11.291,4031.609,37.694,-0.006,0.005,0.008,0.008
