Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA
30.000,17390.852,-5942.571,0.000,6034.880,31.362,-2063.762,91.709,0.000,0.000,0.004,0.000,6049.880,47.043,-2048.762,137.563,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000,0.000,0.000,1.000,1.000,6049.880,47.043,-2048.762,137.563,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000,0.000,0.000,1.000,1.000
31.000,17479.192,-5677.478,0.000,6065.543,29.965,-1971.819,92.175,0.000,0.000,0.008,-0.001,6078.893,41.919,-1960.370,132.127,2.644,-1.595,712.913,100.148,205.312,91.385,142.889,90.499,-0.307,-0.072,0.022,0.022,6078.893,41.919,-1960.370,132.127,2.644,-1.595,712.913,100.148,205.312,91.385,142.889,90.499,-0.307,-0.072,0.022,0.022
32.000,17563.491,-5411.072,0.000,6094.806,28.560,-1879.420,92.619,0.000,0.000,0.007,0.001,6109.969,35.963,-1861.047,121.654,0.552,-1.763,1034.726,99.879,205.591,69.842,113.255,67.523,-0.255,-0.004,0.011,0.011,6109.969,35.963,-1861.047,121.654,0.552,-1.763,1034.726,99.879,205.591,69.842,113.255,67.523,-0.255,-0.004,0.011,0.011
33.000,17643.729,-5143.416,0.000,6122.662,27.150,-1786.587,93.043,0.000,0.000,0.009,0.001,6137.033,31.039,-1768.848,112.035,-0.608,-1.555,1553.413,100.415,240.393,48.252,111.659,45.219,-0.231,-0.005,0.011,0.011,6137.033,31.039,-1768.848,112.035,-0.608,-1.555,1553.413,100.415,240.393,48.252,111.659,45.219,-0.231,-0.005,0.011,0.011
34.000,17719.889,-4874.570,0.000,6149.104,25.733,-1693.342,93.444,0.000,0.000,0.011,-0.001,6161.818,27.592,-1678.304,106.120,-0.734,-1.133,2272.533,101.818,278.432,33.853,108.336,30.947,-0.173,-0.011,0.010,0.010,6161.818,27.592,-1678.304,106.120,-0.734,-1.133,2272.533,101.818,278.432,33.853,108.336,30.947,-0.173,-0.011,0.010,0.010
35.000,17791.953,-4604.598,0.000,6174.126,24.310,-1599.706,93.825,0.000,0.000,0.010,-0.001,6184.973,25.006,-1587.348,102.713,-0.621,-0.823,3197.549,103.623,316.569,25.098,103.557,22.702,-0.128,-0.010,0.010,0.010,6184.973,25.006,-1587.348,102.713,-0.621,-0.823,3197.549,103.623,316.569,25.098,103.557,22.702,-0.128,-0.010,0.010,0.010
36.000,17859.904,-4333.561,0.000,6197.722,22.881,-1505.700,94.183,0.000,0.000,0.009,-0.001,6206.723,22.879,-1495.288,100.767,-0.517,-0.626,4333.656,105.549,353.343,19.663,99.035,17.873,-0.094,-0.008,0.009,0.009,6222.389,25.057,-1496.556,100.996,-4.720,-1.519,1194.814,46.007,112.300,18.946,137.738,19.535,-0.094,-0.008,0.009,0.009
37.000,17923.726,-4061.522,0.000,6219.886,21.447,-1411.346,94.520,0.000,0.000,0.006,-0.003,6227.009,20.984,-1402.533,99.563,-0.234,-0.456,5685.577,107.469,386.589,16.143,95.340,14.919,-0.074,-0.008,0.009,0.009,6237.447,22.293,-1403.726,99.613,-3.204,-0.971,1076.861,37.742,105.037,15.670,124.669,15.756,-0.088,-0.032,0.010,0.010
38.000,17983.404,-3788.544,0.000,6240.615,20.009,-1316.667,94.835,0.000,0.000,0.014,0.003,6246.098,19.254,-1308.024,98.984,-0.672,-0.453,7257.654,109.325,413.968,13.793,92.495,13.034,-0.048,-0.000,0.008,0.008,6255.087,20.307,-1309.593,98.927,-2.987,-0.784,1037.412,32.605,100.281,13.589,116.898,13.535,-0.055,-0.017,0.009,0.009
39.000,18038.926,-3514.691,0.000,6259.902,18.565,-1221.684,95.128,0.000,0.000,0.007,0.001,6263.508,17.569,-1213.944,98.472,-0.687,-0.386,9053.544,111.088,433.655,12.214,90.360,11.786,-0.048,-0.004,0.008,0.008,6271.993,18.523,-1215.689,98.386,-2.535,-0.605,1039.354,29.081,96.841,12.205,111.422,12.119,-0.049,-0.017,0.009,0.009
40.000,18090.278,-3240.025,0.000,6277.744,17.118,-1126.418,95.399,0.000,0.000,0.006,-0.001,6279.511,15.943,-1119.305,98.141,-0.442,-0.296,11076.859,112.743,443.874,11.186,88.778,10.935,-0.038,-0.006,0.008,0.008,6287.827,16.832,-1121.109,98.059,-2.015,-0.454,1068.777,26.557,94.212,11.261,107.264,11.172,-0.037,-0.016,0.009,0.009
41.000,18137.447,-2964.610,0.000,6294.136,15.666,-1030.892,95.648,0.000,0.000,0.010,0.002,6294.177,14.364,-1023.787,97.981,-0.627,-0.281,13330.403,114.279,443.691,10.581,87.612,10.342,-0.027,-0.001,0.008,0.008,6303.385,15.291,-1025.817,97.900,-1.794,-0.366,1120.125,24.725,92.158,10.609,103.920,10.519,-0.025,-0.009,0.008,0.009
42.000,18180.424,-2688.510,0.000,6309.074,14.211,-935.129,95.875,0.000,0.000,0.009,0.000,6307.334,12.804,-928.186,97.843,-0.490,-0.227,15816.329,115.689,432.830,10.322,86.756,9.922,-0.024,-0.004,0.008,0.008,6317.832,13.798,-930.492,97.767,-1.388,-0.268,1191.744,23.406,90.522,10.154,101.098,10.058,-0.021,-0.010,0.008,0.008
43.000,18219.198,-2411.788,0.000,6322.556,12.752,-839.149,96.080,0.000,0.000,0.009,0.001,6319.033,11.261,-832.379,97.737,-0.479,-0.197,18536.471,116.967,411.407,10.364,86.127,9.621,-0.021,-0.002,0.008,0.008,6331.146,12.337,-835.016,97.663,-1.239,-0.216,1284.424,22.488,89.203,9.836,98.635,9.728,-0.017,-0.007,0.008,0.008
44.000,18253.761,-2134.509,0.000,6334.577,11.291,-742.976,96.263,0.000,0.000,0.012,-0.001,6329.329,9.737,-735.981,97.700,-0.251,-0.145,21491.979,118.108,380.226,10.675,85.667,9.402,-0.014,-0.004,0.008,0.008,6342.862,10.857,-738.833,97.644,-1.109,-0.174,1400.703,21.898,88.129,9.615,96.406,9.488,-0.008,-0.008,0.008,0.008
45.000,18284.103,-1856.737,0.000,6345.136,9.826,-646.631,96.423,0.000,0.000,0.013,-0.003,6338.133,8.219,-639.539,97.654,0.099,-0.086,24683.285,119.109,340.812,11.237,85.331,9.243,-0.013,-0.005,0.008,0.008,6353.038,9.372,-642.463,97.630,-0.846,-0.122,1544.714,21.590,87.250,9.465,94.335,9.312,-0.006,-0.009,0.008,0.008
46.000,18310.219,-1578.535,0.000,6354.230,8.360,-550.136,96.562,0.000,0.000,0.009,-0.002,6345.418,6.708,-543.456,97.551,-0.157,-0.106,28110.391,119.966,295.159,12.038,85.086,9.126,-0.016,-0.002,0.008,0.008,6361.990,7.912,-546.323,97.576,-0.588,-0.076,1722.193,21.534,86.525,9.367,92.375,9.181,-0.009,-0.006,0.008,0.008
