Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA
30.000,13223.358,-1775.077,12639.138,4529.954,0.665,-20.206,-0.677,4489.765,-0.674,2.079,2.006,4544.954,0.997,-5.206,-1.015,4504.765,-1.010,625.000,100.000,625.000,100.000,625.000,100.000,0.000,0.000,1.000,1.000,4544.954,0.997,-5.206,-1.015,4504.765,-1.010,625.000,100.000,625.000,100.000,625.000,100.000,0.000,0.000,1.000,1.000
31.000,13343.267,-1541.553,12543.394,4530.618,0.664,-20.883,-0.677,4489.092,-0.674,1.623,1.999,4545.220,0.902,-20.065,-2.803,4501.911,-1.248,481.938,96.122,153.452,90.727,426.125,95.189,-0.066,-0.049,0.022,0.022,4545.220,0.902,-20.065,-2.803,4501.911,-1.248,481.938,96.122,153.452,90.727,426.125,95.189,-0.066,-0.049,0.022,0.022
32.000,13460.091,-1307.673,12444.751,4531.283,0.664,-21.560,-0.677,4488.418,-0.674,1.160,1.997,4545.683,0.743,-23.452,-3.001,4501.136,-1.096,666.508,86.676,126.295,67.998,558.949,82.510,-0.006,0.002,0.011,0.011,4545.683,0.743,-23.452,-3.001,4501.136,-1.096,666.508,86.676,126.295,67.998,558.949,82.510,-0.006,0.002,0.011,0.011
33.000,13573.804,-1073.490,12343.232,4531.947,0.664,-22.237,-0.677,4487.744,-0.674,0.698,1.991,4546.266,0.707,-25.041,-2.518,4500.209,-1.019,987.340,78.232,125.784,45.728,785.132,69.606,0.008,0.007,0.011,0.011,4546.266,0.707,-25.041,-2.518,4500.209,-1.019,987.340,78.232,125.784,45.728,785.132,69.606,0.008,0.007,0.011,0.011
34.000,13684.379,-839.060,12238.859,4532.610,0.664,-22.914,-0.677,4487.070,-0.674,0.236,1.991,4546.415,0.575,-25.369,-1.877,4499.595,-0.870,1436.645,73.684,121.789,31.359,1081.600,60.829,0.011,0.013,0.011,0.010,4546.415,0.575,-25.369,-1.877,4499.595,-0.870,1436.645,73.684,121.789,31.359,1081.600,60.829,0.011,0.013,0.011,0.010
35.000,13791.790,-604.435,12131.656,4533.274,0.664,-23.591,-0.678,4486.396,-0.674,0.222,1.977,4547.132,0.659,-25.612,-1.478,4497.672,-1.089,2017.468,71.796,114.462,22.995,1439.926,55.217,-0.015,0.001,0.010,0.010,4547.132,0.659,-25.612,-1.478,4497.672,-1.089,2017.468,71.796,114.462,22.995,1439.926,55.217,-0.015,0.001,0.010,0.010
36.000,13896.013,-369.670,12021.650,4533.938,0.663,-24.269,-0.678,4485.722,-0.674,0.683,1.974,4547.351,0.605,-25.649,-1.176,4496.083,-1.160,2728.509,71.214,105.954,18.084,1849.636,51.331,-0.011,0.006,0.009,0.009,4547.351,0.605,-25.649,-1.176,4496.083,-1.160,2728.509,71.214,105.954,18.084,1849.636,51.331,-0.011,0.006,0.009,0.009
37.000,13997.024,-134.821,11908.864,4534.601,0.663,-24.947,-0.678,4485.048,-0.674,1.147,1.969,4547.402,0.521,-25.992,-1.023,4494.969,-1.135,3561.537,71.128,98.067,15.112,2295.128,48.275,-0.004,0.007,0.009,0.009,4547.402,0.521,-25.992,-1.023,4494.969,-1.135,3561.537,71.128,98.067,15.112,2295.128,48.275,-0.004,0.007,0.009,0.009
38.000,14094.800,100.061,11793.325,4535.264,0.663,-25.625,-0.678,4484.374,-0.674,1.604,1.962,4547.122,0.430,-25.993,-0.856,4493.138,-1.214,4499.540,71.078,92.877,13.285,2756.907,45.566,-0.008,0.005,0.009,0.008,4547.122,0.430,-25.993,-0.856,4493.138,-1.214,4499.540,71.078,92.877,13.285,2756.907,45.566,-0.008,0.005,0.009,0.008
39.000,14189.316,334.919,11675.060,4535.927,0.663,-26.303,-0.678,4483.700,-0.674,2.063,1.955,4546.868,0.361,-26.231,-0.764,4491.262,-1.286,5517.706,70.802,93.031,12.180,3214.053,42.962,-0.005,0.002,0.008,0.008,4546.868,0.361,-26.231,-0.764,4491.262,-1.286,5517.706,70.802,93.031,12.180,3214.053,42.962,-0.005,0.002,0.008,0.008
