Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA
30.000,17390.852,-0.000,-5942.571,6034.880,31.362,-2063.762,91.709,0.000,0.000,6049.880,47.043,-2048.762,137.563,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000
31.000,17479.192,-0.000,-5677.478,6065.543,29.965,-1971.819,92.175,0.000,0.000,6078.912,41.921,-1960.313,132.134,3.042,-1.543,712.913,100.148,205.312,91.385,142.889,90.499
32.000,17563.491,-0.000,-5411.072,6094.806,28.560,-1879.420,92.619,0.000,0.000,6110.035,35.979,-1860.830,121.714,0.537,-1.870,1034.724,99.879,205.593,69.842,113.255,67.523
33.000,17643.729,-0.000,-5143.416,6122.662,27.150,-1786.587,93.043,0.000,0.000,6137.102,31.050,-1768.599,112.085,-0.365,-1.536,1553.401,100.415,240.408,48.252,111.659,45.220
34.000,17719.889,-0.000,-4874.570,6149.104,25.733,-1693.342,93.444,0.000,0.000,6161.801,27.576,-1678.400,106.054,-0.768,-1.201,2272.511,101.819,278.459,33.853,108.336,30.947
35.000,17791.953,-0.000,-4604.598,6174.126,24.310,-1599.706,93.825,0.000,0.000,6185.019,25.000,-1587.204,102.685,-0.814,-0.911,3196.159,103.595,317.822,25.115,104.955,22.721
36.000,17859.904,-0.000,-4333.561,6197.722,22.881,-1505.700,94.183,0.000,0.000,6.746,6.949,6212.722,34.322,-1490.700,141.275,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000,0.000,0.000,1.000,1.000,6222.334,25.045,-1496.510,100.984,-4.730,-1.552,1194.841,46.007,112.299,18.946,137.734,19.535,-0.011,0.092,0.019,0.020
37.000,17923.726,-0.000,-4061.522,6219.886,21.447,-1411.346,94.520,0.000,0.000,6.372,6.543,6244.549,31.129,-1397.556,135.747,-3.581,-2.398,700.767,99.750,157.571,90.778,217.452,91.740,-0.103,0.279,0.021,0.021,6238.214,22.388,-1403.618,99.637,-3.564,-1.062,1076.882,37.742,105.037,15.670,124.668,15.756,-0.012,0.063,0.009,0.009
38.000,17983.404,-0.000,-3788.544,6240.615,20.009,-1316.667,94.835,0.000,0.000,5.983,6.125,6275.752,29.178,-1294.452,125.435,-9.726,-3.664,1016.594,98.445,129.439,68.732,216.429,71.183,-0.023,0.240,0.011,0.011,6254.702,20.262,-1309.927,98.848,-2.695,-0.755,1037.337,32.604,100.276,13.589,116.885,13.536,-0.008,0.051,0.009,0.009
39.000,18038.926,-0.000,-3514.691,6259.902,18.565,-1221.684,95.128,0.000,0.000,5.590,5.705,6304.249,27.720,-1199.676,115.551,-13.128,-3.713,1526.481,97.631,131.538,47.152,249.361,50.380,0.003,0.228,0.011,0.011,6271.804,18.504,-1215.847,98.349,-2.229,-0.578,1039.338,29.080,96.840,12.205,111.428,12.119,-0.003,0.046,0.009,0.009
40.000,18090.278,-0.000,-3240.025,6277.744,17.118,-1126.418,95.399,0.000,0.000,5.184,5.278,6329.408,25.984,-1107.367,109.261,-15.029,-3.352,2228.639,97.708,133.006,33.270,283.063,36.356,0.010,0.177,0.010,0.010,6288.637,16.919,-1120.961,98.088,-2.063,-0.476,1068.783,26.557,94.213,11.261,107.271,11.172,-0.002,0.039,0.008,0.009
41.000,18137.447,-0.000,-2964.610,6294.136,15.666,-1030.892,95.648,0.000,0.000,4.769,4.848,6350.782,23.921,-1015.164,105.505,-15.661,-2.848,3115.864,98.080,133.332,25.281,312.473,27.709,0.013,0.135,0.010,0.010,6304.177,15.372,-1026.172,97.858,-1.964,-0.402,1120.066,24.724,92.154,10.609,103.914,10.519,-0.002,0.038,0.008,0.008
42.000,18180.424,-0.000,-2688.510,6309.074,14.211,-935.129,95.875,0.000,0.000,4.348,4.404,6368.464,21.651,-921.355,103.431,-15.088,-2.272,4166.688,98.137,133.466,20.643,334.052,22.197,0.017,0.095,0.009,0.009,6318.049,13.812,-930.672,97.745,-1.598,-0.307,1191.639,23.405,90.513,10.154,101.090,10.059,0.000,0.027,0.008,0.008
43.000,18219.198,-0.000,-2411.788,6322.556,12.752,-839.149,96.080,0.000,0.000,3.921,3.966,6381.479,19.159,-827.798,101.934,-13.333,-1.678,5340.316,97.432,133.132,17.821,343.939,18.460,0.020,0.082,0.009,0.009,6331.523,12.365,-835.146,97.654,-1.474,-0.253,1284.318,22.487,89.199,9.837,98.628,9.729,0.003,0.030,0.008,0.008
