Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA
30.000,17390.852,-0.000,-5942.571,6034.880,31.362,-2063.762,91.709,0.000,0.000,6049.880,47.043,-2048.762,137.563,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000
31.000,17479.192,-0.000,-5677.478,6065.543,29.965,-1971.819,92.175,0.000,0.000,6078.893,41.919,-1960.370,132.127,2.644,-1.595,712.913,100.148,205.312,91.385,142.889,90.499
32.000,17563.491,-0.000,-5411.072,6094.806,28.560,-1879.420,92.619,0.000,0.000,6109.970,35.963,-1861.048,121.654,0.552,-1.763,1034.726,99.879,205.591,69.842,113.255,67.523
33.000,17643.729,-0.000,-5143.416,6122.662,27.150,-1786.587,93.043,0.000,0.000,6137.034,31.039,-1768.849,112.035,-0.608,-1.555,1553.413,100.415,240.393,48.252,111.659,45.219
34.000,17719.889,-0.000,-4874.570,6149.104,25.733,-1693.342,93.444,0.000,0.000,6161.817,27.592,-1678.304,106.120,-0.734,-1.133,2272.533,101.818,278.432,33.853,108.336,30.947
35.000,17791.953,-0.000,-4604.598,6174.126,24.310,-1599.706,93.825,0.000,0.000,6185.036,25.011,-1587.103,102.737,-0.641,-0.825,3196.156,103.595,317.821,25.115,104.955,22.721
36.000,17859.904,-0.000,-4333.561,6197.722,22.881,-1505.700,94.183,0.000,0.000,6.745,6.950,6212.722,34.322,-1490.700,141.275,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000,0.000,0.000,1.000,1.000,6222.391,25.057,-1496.556,100.996,-4.720,-1.519,1194.814,46.007,112.300,18.946,137.738,19.535,-0.013,0.094,0.019,0.020
37.000,17923.726,-0.000,-4061.522,6219.886,21.447,-1411.346,94.520,0.000,0.000,6.372,6.542,6244.541,31.127,-1397.267,135.784,-3.509,-2.389,700.767,99.750,157.571,90.778,217.452,91.740,-0.103,0.278,0.021,0.021,6237.447,22.293,-1403.726,99.613,-3.204,-0.971,1076.861,37.742,105.037,15.670,124.669,15.756,-0.012,0.061,0.009,0.009
38.000,17983.404,-0.000,-3788.544,6240.615,20.009,-1316.667,94.835,0.000,0.000,5.983,6.124,6275.723,29.168,-1294.102,125.480,-9.698,-3.672,1016.595,98.445,129.435,68.732,216.432,71.183,-0.023,0.240,0.011,0.011,6255.088,20.307,-1309.593,98.927,-2.987,-0.784,1037.411,32.605,100.281,13.589,116.898,13.535,-0.009,0.049,0.009,0.009
39.000,18038.926,-0.000,-3514.691,6259.902,18.565,-1221.684,95.128,0.000,0.000,5.589,5.705,6304.175,27.699,-1199.515,115.516,-13.301,-3.787,1526.485,97.631,131.529,47.151,249.363,50.380,0.001,0.230,0.011,0.011,6271.992,18.522,-1215.688,98.386,-2.535,-0.605,1039.354,29.081,96.841,12.205,111.422,12.119,-0.003,0.047,0.009,0.009
40.000,18090.278,-0.000,-3240.025,6277.744,17.118,-1126.418,95.399,0.000,0.000,5.183,5.275,6329.339,25.968,-1107.038,109.285,-15.160,-3.392,2228.652,97.708,132.998,33.269,283.047,36.355,0.011,0.176,0.010,0.010,6287.827,16.832,-1121.110,98.059,-2.015,-0.454,1068.778,26.557,94.212,11.261,107.264,11.172,-0.001,0.038,0.008,0.009
41.000,18137.447,-0.000,-2964.610,6294.136,15.666,-1030.892,95.648,0.000,0.000,4.772,4.841,6350.791,23.917,-1014.159,105.692,-15.370,-2.771,3115.869,98.079,133.317,25.280,312.450,27.708,0.017,0.130,0.010,0.010,6303.383,15.291,-1025.817,97.900,-1.793,-0.366,1120.125,24.725,92.158,10.609,103.920,10.519,0.001,0.031,0.008,0.008
42.000,18180.424,-0.000,-2688.510,6309.074,14.211,-935.129,95.875,0.000,0.000,4.352,4.406,6368.019,21.598,-921.079,103.421,-14.379,-2.135,4166.597,98.136,133.416,20.642,334.071,22.198,0.019,0.103,0.009,0.009,6317.829,13.797,-930.492,97.767,-1.387,-0.268,1191.744,23.406,90.522,10.154,101.098,10.058,0.004,0.031,0.008,0.008
43.000,18219.198,-0.000,-2411.788,6322.556,12.752,-839.149,96.080,0.000,0.000,3.921,3.967,6381.152,19.124,-827.686,101.894,-13.017,-1.636,5340.542,97.437,133.101,17.820,344.047,18.460,0.016,0.083,0.009,0.009,6331.146,12.337,-835.015,97.663,-1.239,-0.216,1284.424,22.488,89.203,9.836,98.635,9.728,0.001,0.031,0.008,0.008
44.000,18253.761,-0.000,-2134.509,6334.577,11.291,-742.976,96.263,0.000,0.000,3.481,3.517,6391.246,16.668,-733.214,100.936,-11.686,-1.269,6579.026,95.708,131.755,15.995,339.572,15.783,0.012,0.062,0.009,0.009,6342.862,10.857,-738.832,97.644,-1.109,-0.174,1400.703,21.898,88.129,9.615,96.406,9.488,-0.002,0.024,0.008,0.008
