Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA
30.000,17390.852,-0.000,-5942.571,6034.880,31.362,-2063.762,91.709,0.000,0.000,6049.880,47.043,-2048.762,137.563,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000
31.000,17479.192,-0.000,-5677.478,6065.543,29.965,-1971.819,92.175,0.000,0.000,6078.933,41.924,-1960.248,132.143,3.032,-1.545,712.913,100.148,205.312,91.385,142.889,90.499
32.000,17563.491,-0.000,-5411.072,6094.806,28.560,-1879.420,92.619,0.000,0.000,6109.973,35.953,-1861.052,121.622,0.557,-1.860,1034.722,99.878,205.596,69.842,113.255,67.523
33.000,17643.729,-0.000,-5143.416,6122.662,27.150,-1786.587,93.043,0.000,0.000,6136.995,31.019,-1769.021,111.955,-0.491,-1.580,1553.412,100.415,240.394,48.252,111.659,45.219
34.000,17719.889,-0.000,-4874.570,6149.104,25.733,-1693.342,93.444,0.000,0.000,6161.738,27.568,-1678.691,106.000,-0.561,-1.134,2272.544,101.818,278.416,33.853,108.336,30.947
35.000,17791.953,-0.000,-4604.598,6174.126,24.310,-1599.706,93.825,0.000,0.000,6185.003,25.006,-1587.337,102.685,-0.479,-0.829,3196.194,103.594,317.773,25.116,104.955,22.721
36.000,17859.904,-0.000,-4333.561,6197.722,22.881,-1505.700,94.183,0.000,0.000,6.742,6.948,6212.722,34.322,-1490.700,141.275,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000,0.000,0.000,1.000,1.000,6220.827,24.844,-1496.429,100.979,-4.730,-1.558,1194.831,46.007,112.297,18.946,137.742,19.535,-0.017,0.091,0.019,0.020
37.000,17923.726,-0.000,-4061.522,6219.886,21.447,-1411.346,94.520,0.000,0.000,6.368,6.541,6244.289,31.094,-1397.106,135.805,-4.179,-2.475,700.767,99.750,157.571,90.778,217.452,91.740,-0.107,0.277,0.021,0.021,6235.864,22.104,-1403.392,99.636,-3.222,-1.004,1077.073,37.745,105.052,15.669,124.682,15.755,-0.013,0.062,0.009,0.009
38.000,17983.404,-0.000,-3788.544,6240.615,20.009,-1316.667,94.835,0.000,0.000,5.981,6.123,6275.494,29.156,-1293.949,125.490,-10.236,-3.687,1016.618,98.446,129.433,68.731,216.404,71.180,-0.022,0.240,0.011,0.011,6253.225,20.110,-1309.429,98.910,-2.904,-0.795,1037.715,32.609,100.302,13.587,116.916,13.533,-0.009,0.051,0.009,0.009
39.000,18038.926,-0.000,-3514.691,6259.902,18.565,-1221.684,95.128,0.000,0.000,5.591,5.704,6304.050,27.738,-1199.248,115.564,-13.189,-3.579,1526.524,97.632,131.526,47.150,249.320,50.377,0.006,0.229,0.011,0.011,6270.017,18.341,-1215.691,98.342,-2.179,-0.573,1039.738,29.085,96.862,12.202,111.446,12.116,0.001,0.047,0.009,0.009
40.000,18090.278,-0.000,-3240.025,6277.744,17.118,-1126.418,95.399,0.000,0.000,5.181,5.276,6329.195,25.989,-1107.058,109.235,-15.284,-3.313,2228.696,97.710,132.991,33.269,283.046,36.355,0.007,0.178,0.010,0.010,6286.354,16.722,-1121.045,98.037,-1.979,-0.469,1069.230,26.561,94.233,11.258,107.293,11.169,-0.003,0.039,0.008,0.009
41.000,18137.447,-0.000,-2964.610,6294.136,15.666,-1030.892,95.648,0.000,0.000,4.772,4.846,6350.526,23.934,-1014.901,105.476,-15.251,-2.658,3115.956,98.083,133.316,25.281,312.446,27.707,0.018,0.135,0.010,0.010,6302.222,15.232,-1026.093,97.838,-1.529,-0.347,1120.594,24.729,92.174,10.606,103.939,10.516,0.004,0.037,0.008,0.008
42.000,18180.424,-0.000,-2688.510,6309.074,14.211,-935.129,95.875,0.000,0.000,4.348,4.403,6368.298,21.671,-921.145,103.397,-14.804,-2.147,4166.937,98.144,133.453,20.643,334.099,22.197,0.015,0.096,0.009,0.009,6316.530,13.726,-930.391,97.759,-1.314,-0.277,1192.213,23.409,90.532,10.151,101.118,10.056,0.000,0.027,0.008,0.008
43.000,18219.198,-0.000,-2411.788,6322.556,12.752,-839.149,96.080,0.000,0.000,3.922,3.965,6381.425,19.190,-827.601,101.905,-13.087,-1.581,5340.765,97.442,133.121,17.821,344.011,18.459,0.019,0.082,0.009,0.009,6330.267,12.310,-834.796,97.676,-1.227,-0.229,1284.909,22.490,89.215,9.834,98.650,9.726,0.003,0.030,0.008,0.008
