Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA
30.000,17390.852,-0.000,-5942.571,6034.880,31.362,-2063.762,91.709,0.000,0.000,6049.880,47.043,-2048.762,137.563,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000
31.000,17479.192,-0.000,-5677.478,6065.543,29.965,-1971.819,92.175,0.000,0.000,6078.771,41.904,-1960.736,132.079,2.774,-1.578,712.913,100.148,205.312,91.385,142.889,90.499
32.000,17563.491,-0.000,-5411.072,6094.806,28.560,-1879.420,92.619,0.000,0.000,6109.912,35.975,-1861.205,121.693,0.687,-1.751,1034.740,99.879,205.576,69.841,113.255,67.522
33.000,17643.729,-0.000,-5143.416,6122.662,27.150,-1786.587,93.043,0.000,0.000,6137.052,31.071,-1768.709,112.164,-0.341,-1.501,1553.426,100.416,240.379,48.251,111.659,45.219
34.000,17719.889,-0.000,-4874.570,6149.104,25.733,-1693.342,93.444,0.000,0.000,6161.757,27.591,-1678.459,106.124,-0.595,-1.133,2272.527,101.819,278.441,33.852,108.336,30.947
35.000,17791.953,-0.000,-4604.598,6174.126,24.310,-1599.706,93.825,0.000,0.000,6184.964,25.008,-1587.295,102.730,-0.823,-0.905,3196.168,103.596,317.811,25.114,104.956,22.721
36.000,17859.904,-0.000,-4333.561,6197.722,22.881,-1505.700,94.183,0.000,0.000,6.749,6.950,6212.722,34.322,-1490.700,141.275,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000,0.000,0.000,1.000,1.000,6223.222,25.181,-1496.768,101.017,-4.610,-1.520,1194.883,46.008,112.299,18.946,137.735,19.535,-0.008,0.093,0.019,0.020
37.000,17923.726,-0.000,-4061.522,6219.886,21.447,-1411.346,94.520,0.000,0.000,6.369,6.543,6244.367,31.105,-1397.422,135.764,-4.060,-2.460,700.767,99.750,157.571,90.778,217.452,91.740,-0.106,0.279,0.021,0.021,6238.280,22.395,-1403.858,99.647,-3.611,-1.068,1076.790,37.741,105.027,15.671,124.662,15.756,-0.017,0.061,0.009,0.009
38.000,17983.404,-0.000,-3788.544,6240.615,20.009,-1316.667,94.835,0.000,0.000,5.985,6.121,6275.661,29.191,-1293.827,125.610,-9.683,-3.533,1016.611,98.446,129.438,68.732,216.409,71.181,-0.019,0.237,0.011,0.011,6254.655,20.249,-1309.918,98.895,-2.804,-0.770,1037.271,32.603,100.271,13.590,116.880,13.536,-0.007,0.046,0.009,0.009
39.000,18038.926,-0.000,-3514.691,6259.902,18.565,-1221.684,95.128,0.000,0.000,5.587,5.704,6304.074,27.694,-1199.202,115.614,-13.452,-3.750,1526.496,97.632,131.524,47.150,249.359,50.379,-0.001,0.230,0.011,0.011,6271.553,18.464,-1215.569,98.426,-2.347,-0.593,1039.295,29.080,96.839,12.205,111.424,12.119,-0.005,0.045,0.009,0.009
40.000,18090.278,-0.000,-3240.025,6277.744,17.118,-1126.418,95.399,0.000,0.000,5.182,5.275,6329.208,25.960,-1106.863,109.314,-15.314,-3.368,2228.667,97.710,132.987,33.269,283.036,36.354,0.010,0.178,0.010,0.010,6287.552,16.795,-1120.806,98.122,-1.885,-0.450,1068.772,26.557,94.217,11.261,107.268,11.172,-0.003,0.038,0.008,0.009
41.000,18137.447,-0.000,-2964.610,6294.136,15.666,-1030.892,95.648,0.000,0.000,4.771,4.840,6350.653,23.909,-1013.940,105.725,-15.465,-2.738,3115.899,98.081,133.306,25.280,312.430,27.707,0.017,0.130,0.010,0.010,6302.653,15.211,-1025.594,97.936,-1.482,-0.340,1120.142,24.725,92.164,10.609,103.924,10.519,0.001,0.032,0.008,0.008
42.000,18180.424,-0.000,-2688.510,6309.074,14.211,-935.129,95.875,0.000,0.000,4.349,4.403,6368.043,21.604,-920.605,103.502,-14.779,-2.169,4166.641,98.137,133.403,20.642,334.051,22.196,0.017,0.101,0.009,0.009,6316.749,13.687,-930.284,97.790,-1.409,-0.289,1191.814,23.407,90.531,10.153,101.110,10.058,0.000,0.030,0.008,0.008
43.000,18219.198,-0.000,-2411.788,6322.556,12.752,-839.149,96.080,0.000,0.000,3.922,3.964,6380.905,19.099,-827.204,101.960,-12.976,-1.587,5340.396,97.435,133.071,17.820,343.978,18.458,0.019,0.084,0.009,0.009,6330.097,12.240,-834.729,97.692,-1.121,-0.217,1284.561,22.489,89.215,9.835,98.645,9.727,0.004,0.030,0.008,0.008
44.000,18253.761,-0.000,-2134.509,6334.577,11.291,-742.976,96.263,0.000,0.000,3.482,3.517,6390.588,16.602,-733.010,100.940,-11.447,-1.201,6578.913,95.707,131.719,15.996,339.540,15.782,0.013,0.065,0.009,0.009,6341.629,10.754,-738.753,97.640,-0.856,-0.158,1400.895,21.900,88.141,9.614,96.418,9.487,-0.001,0.026,0.008,0.008
45.000,18284.103,-0.000,-1856.737,6345.136,9.826,-646.631,96.423,0.000,0.000,3.038,3.070,6396.537,14.072,-638.716,100.138,-9.646,-0.873,7811.982,92.854,128.819,14.729,320.114,13.802,0.012,0.056,0.009,0.009,6352.240,9.316,-642.677,97.596,-0.969,-0.151,1544.972,21.592,87.262,9.464,94.350,9.310,-0.003,0.027,0.008,0.008
46.000,18310.219,-0.000,-1578.535,6354.230,8.360,-550.136,96.562,0.000,0.000,2.595,2.617,6398.815,11.529,-544.069,99.507,-7.169,-0.523,8972.545,88.976,124.284,13.782,287.878,12.328,0.016,0.046,0.008,0.008,6361.784,7.908,-546.428,97.565,-0.909,-0.123,1722.488,21.535,86.533,9.365,92.384,9.180,0.002,0.025,0.008,0.008
47.000,18332.103,-0.000,-1299.968,6361.856,6.892,-453.515,96.677,0.000,0.000,2.142,2.159,6399.594,9.158,-448.752,99.051,-5.110,-0.279,10008.955,84.321,118.387,13.026,247.163,11.253,0.012,0.036,0.008,0.008,6369.871,6.491,-449.749,97.569,-0.746,-0.087,1940.808,21.711,85.923,9.307,90.499,9.083,0.002,0.022,0.008,0.008
48.000,18349.748,-0.000,-1021.101,6368.013,5.422,-356.789,96.771,0.000,0.000,1.686,1.700,6399.111,6.942,-353.017,98.695,-3.480,-0.117,10889.298,79.186,111.630,12.392,203.146,10.504,0.009,0.029,0.008,0.008,6376.382,5.060,-353.001,97.560,-0.667,-0.065,2208.777,22.107,85.418,9.280,88.701,9.012,0.001,0.021,0.008,0.008
49.000,18363.152,-0.000,-741.997,6372.699,3.951,-259.980,96.842,0.000,0.000,1.227,1.240,6397.487,4.858,-257.016,98.399,-2.234,-0.015,11604.992,73.880,104.667,11.847,161.090,10.025,0.007,0.024,0.008,0.008,6381.019,3.597,-256.379,97.513,-0.529,-0.041,2535.833,22.709,85.007,9.280,87.036,8.962,0.001,0.021,0.008,0.008
50.000,18372.310,-0.000,-462.723,6375.914,2.479,-163.112,96.891,0.000,0.000,0.765,0.779,6394.730,2.881,-160.935,98.127,-1.375,0.037,12165.712,68.662,98.139,11.373,125.534,9.767,0.005,0.021,0.008,0.008,6384.256,2.135,-159.058,97.531,-0.276,-0.006,2929.430,23.493,84.688,9.302,85.615,8.928,-0.000,0.021,0.008,0.008
