Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA
30.000,17390.852,-5942.571,0.000,6034.880,31.362,-2063.762,91.709,0.000,0.000,0.009,0.000,6049.880,47.043,-2048.762,137.563,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000,0.000,0.000,1.000,1.000,6049.880,47.043,-2048.762,137.563,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000,0.000,0.000,1.000,1.000
31.000,17479.192,-5677.478,0.000,6065.543,29.965,-1971.819,92.175,0.000,0.000,0.005,0.000,6078.771,41.904,-1960.736,132.079,2.774,-1.578,712.913,100.148,205.312,91.385,142.889,90.499,-0.309,-0.072,0.022,0.022,6078.771,41.904,-1960.736,132.079,2.774,-1.578,712.913,100.148,205.312,91.385,142.889,90.499,-0.309,-0.072,0.022,0.022
32.000,17563.491,-5411.072,0.000,6094.806,28.560,-1879.420,92.619,0.000,0.000,0.007,0.002,6109.912,35.975,-1861.206,121.693,0.687,-1.751,1034.740,99.879,205.576,69.841,113.255,67.522,-0.253,-0.004,0.011,0.011,6109.912,35.975,-1861.206,121.693,0.687,-1.751,1034.740,99.879,205.576,69.841,113.255,67.522,-0.253,-0.004,0.011,0.011
33.000,17643.729,-5143.416,0.000,6122.662,27.150,-1786.587,93.043,0.000,0.000,0.010,-0.000,6137.052,31.071,-1768.708,112.164,-0.341,-1.501,1553.426,100.416,240.379,48.251,111.659,45.219,-0.229,-0.005,0.011,0.011,6137.052,31.071,-1768.708,112.164,-0.341,-1.501,1553.426,100.416,240.379,48.251,111.659,45.219,-0.229,-0.005,0.011,0.011
34.000,17719.889,-4874.570,0.000,6149.104,25.733,-1693.342,93.444,0.000,0.000,0.009,-0.001,6161.756,27.591,-1678.459,106.124,-0.595,-1.133,2272.527,101.819,278.441,33.852,108.336,30.947,-0.176,-0.010,0.010,0.010,6161.756,27.591,-1678.459,106.124,-0.595,-1.133,2272.527,101.819,278.441,33.852,108.336,30.947,-0.176,-0.010,0.010,0.010
35.000,17791.953,-4604.598,0.000,6174.126,24.310,-1599.706,93.825,0.000,0.000,0.008,0.001,6184.905,25.004,-1587.540,102.707,-0.808,-0.904,3197.560,103.625,316.559,25.097,103.557,22.702,-0.128,-0.007,0.010,0.010,6184.905,25.004,-1587.540,102.707,-0.808,-0.904,3197.560,103.625,316.559,25.097,103.557,22.702,-0.128,-0.007,0.010,0.010
36.000,17859.904,-4333.561,0.000,6197.722,22.881,-1505.700,94.183,0.000,0.000,0.008,-0.002,6206.645,22.876,-1495.520,100.754,-0.545,-0.656,4333.685,105.550,353.313,19.662,99.036,17.872,-0.094,-0.010,0.009,0.009,6223.222,25.181,-1496.768,101.017,-4.610,-1.520,1194.883,46.008,112.299,18.946,137.735,19.535,-0.094,-0.010,0.009,0.009
37.000,17923.726,-4061.522,0.000,6219.886,21.447,-1411.346,94.520,0.000,0.000,0.007,0.001,6226.970,20.987,-1402.593,99.585,-0.660,-0.555,5685.627,107.470,386.540,16.143,95.340,14.919,-0.072,-0.005,0.009,0.009,6238.279,22.395,-1403.857,99.647,-3.611,-1.068,1076.790,37.741,105.027,15.671,124.662,15.756,-0.088,-0.028,0.010,0.010
38.000,17983.404,-3788.544,0.000,6240.615,20.009,-1316.667,94.835,0.000,0.000,0.007,-0.000,6245.899,19.236,-1308.793,98.882,-0.557,-0.445,7257.692,109.325,413.932,13.793,92.495,13.034,-0.055,-0.006,0.008,0.008,6254.654,20.249,-1309.918,98.895,-2.804,-0.770,1037.271,32.603,100.271,13.590,116.880,13.536,-0.062,-0.023,0.009,0.009
39.000,18038.926,-3514.691,0.000,6259.902,18.565,-1221.684,95.128,0.000,0.000,0.011,-0.001,6263.480,17.574,-1213.982,98.499,-0.376,-0.349,9053.708,111.088,433.500,12.214,90.360,11.785,-0.040,-0.006,0.008,0.008,6271.554,18.465,-1215.569,98.426,-2.347,-0.593,1039.295,29.080,96.839,12.205,111.424,12.119,-0.044,-0.018,0.009,0.009
