Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Track Quality,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF Track Quality,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA
10.000,14813.634,-10877.138,0.000,5140.666,57.370,-3775.240,78.120,0.000,0.000,0.001,-0.001,5135.892,57.431,-3766.475,80.917,-0.193,-0.246,7453.099,91.517,4067.486,32.407,88.885,10.937,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.035,-0.005,0.008,0.008,5135.892,57.431,-3766.475,80.917,-0.193,-0.246,7453.099,91.517,4067.486,32.407,88.885,10.937,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.035,-0.005,0.008,0.008
11.000,14977.296,-10650.658,0.000,5197.440,56.176,-3696.687,78.983,0.000,0.000,0.005,-0.001,5191.143,55.961,-3687.188,81.489,-0.109,-0.202,9114.318,94.967,4659.597,29.888,87.716,10.344,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.025,-0.003,0.008,0.008,5191.143,55.961,-3687.188,81.489,-0.109,-0.202,9114.318,94.967,4659.597,29.888,87.716,10.344,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.025,-0.003,0.008,0.008
12.000,15137.495,-10421.716,0.000,5253.014,54.970,-3617.281,79.827,0.000,0.000,0.002,0.002,5244.985,54.504,-3607.299,82.053,-0.345,-0.206,10988.067,98.459,5260.883,27.547,86.857,9.923,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.024,0.000,0.008,0.008,5244.985,54.504,-3607.299,82.053,-0.345,-0.206,10988.067,98.459,5260.883,27.547,86.857,9.923,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.024,0.000,0.008,0.008
13.000,15294.194,-10190.364,0.000,5307.376,53.750,-3537.040,80.653,0.000,0.000,0.006,0.002,5297.837,53.101,-3526.263,82.678,-0.471,-0.196,13084.215,101.967,5863.420,25.358,86.227,9.622,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.017,-0.001,0.008,0.008,5297.837,53.101,-3526.263,82.678,-0.471,-0.196,13084.215,101.967,5863.420,25.358,86.227,9.622,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.017,-0.001,0.008,0.008
14.000,15447.359,-9956.657,0.000,5360.511,52.519,-3455.981,81.461,0.000,0.000,0.001,0.000,5349.120,51.678,-3444.885,83.248,-0.377,-0.161,15411.681,105.469,6460.224,23.308,85.766,9.404,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.020,-0.003,0.008,0.008,5349.120,51.678,-3444.885,83.248,-0.377,-0.161,15411.681,105.469,6460.224,23.308,85.766,9.404,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.020,-0.003,0.008,0.008
15.000,15596.952,-9720.648,0.000,5412.409,51.275,-3374.125,82.249,0.000,0.000,0.006,-0.001,5399.500,50.308,-3362.237,83.889,-0.145,-0.114,17980.160,108.952,7043.626,21.389,85.429,9.244,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.012,-0.004,0.008,0.008,5399.500,50.308,-3362.237,83.889,-0.145,-0.114,17980.160,108.952,7043.626,21.389,85.429,9.244,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.012,-0.004,0.008,0.008
16.000,15742.939,-9482.392,0.000,5463.056,50.019,-3291.489,83.019,0.000,0.000,0.005,0.002,5448.499,48.931,-3279.014,84.502,-0.295,-0.118,20797.593,112.398,7607.633,19.601,85.183,9.127,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.012,0.000,0.008,0.008,5448.499,48.931,-3279.014,84.502,-0.295,-0.118,20797.593,112.398,7607.633,19.601,85.183,9.127,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.012,0.000,0.008,0.008
17.000,15885.288,-9241.944,0.000,5512.443,48.752,-3208.093,83.769,0.000,0.000,0.003,-0.001,5496.108,47.547,-3195.244,85.087,-0.105,-0.082,23872.729,115.798,8145.488,17.943,85.005,9.041,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.013,-0.003,0.008,0.008,5496.108,47.547,-3195.244,85.087,-0.105,-0.082,23872.729,115.798,8145.488,17.943,85.005,9.041,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.013,-0.003,0.008,0.008
18.000,16023.964,-8999.360,0.000,5560.556,47.473,-3123.956,84.501,0.000,0.000,0.004,-0.000,5542.523,46.177,-3110.636,85.684,-0.068,-0.068,27213.892,119.142,8650.882,16.418,84.878,8.978,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.009,-0.001,0.008,0.008,5542.523,46.177,-3110.636,85.684,-0.068,-0.068,27213.892,119.142,8650.882,16.418,84.878,8.978,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.009,-0.001,0.008,0.008
19.000,16158.936,-8754.695,0.000,5607.385,46.183,-3039.098,85.212,0.000,0.000,0.004,-0.001,5587.663,44.810,-3025.302,86.276,0.026,-0.050,30828.407,122.418,9118.495,15.032,84.787,8.931,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.008,-0.002,0.008,0.008,5587.663,44.810,-3025.302,86.276,0.026,-0.050,30828.407,122.418,9118.495,15.032,84.787,8.931,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.008,-0.002,0.008,0.008
20.000,16290.173,-8508.006,0.000,5652.919,44.883,-2953.539,85.904,0.000,0.000,0.004,0.001,5631.453,43.438,-2939.389,86.847,-0.133,-0.062,34723.416,125.618,9543.179,13.789,84.731,8.896,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.008,0.001,0.008,0.008,5631.453,43.438,-2939.389,86.847,-0.133,-0.062,34723.416,125.618,9543.179,13.789,84.731,8.896,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,-0.008,0.001,0.008,0.008
