Time,Satellite,Target,Sender,Received Alpha,Received Beta,Receiver,Sent Alpha,Sent Beta
52.000,Sat2,Targ1,Sat1,-0.009,0.015,Sat1,-0.141,-0.180
53.000,Sat2,Targ1,Sat1,-0.012,0.009,Sat1,-0.640,-0.615
54.000,Sat2,Targ1,Sat1,0.023,-0.017,Sat1,-1.088,-1.072
55.000,Sat2,Targ1,Sat1,0.014,-0.013,Sat1,-1.543,-1.543
56.000,Sat2,Targ1,Sat1,-0.005,-0.010,Sat1,-1.983,-1.995
57.000,Sat2,Targ1,Sat1,0.018,-0.022,Sat1,-2.477,-2.448
58.000,Sat2,Targ1,Sat1,-0.025,-0.003,Sat1,-2.924,-2.926
59.000,Sat2,Targ1,Sat1,-0.010,-0.000,Sat1,-3.361,-3.351
60.000,Sat2,Targ1,Sat1,-0.024,0.001,Sat1,-3.830,-3.777
61.000,Sat2,Targ1,Sat1,0.010,0.023,Sat1,-4.191,-4.251
62.000,Sat2,Targ1,Sat1,-0.006,0.043,Sat1,-4.605,-4.658
63.000,Sat2,Targ1,Sat1,-0.033,-0.003,Sat1,-5.047,-5.076
64.000,Sat2,Targ1,Sat1,-0.003,-0.011,Sat1,-5.485,-5.559
65.000,Sat2,Targ1,Sat1,-0.018,-0.015,Sat1,-5.859,-5.984
66.000,Sat2,Targ1,Sat1,-0.015,-0.007,Sat1,-6.256,-6.372
67.000,Sat2,Targ1,Sat1,-0.012,-0.017,Sat1,-6.637,-6.791
68.000,Sat2,Targ1,Sat1,-0.017,0.009,,,
69.000,Sat2,Targ1,Sat1,0.004,-0.010,,,
70.000,Sat2,Targ1,Sat1,-0.003,0.006,,,
71.000,Sat2,Targ1,Sat1,-0.029,0.016,,,
72.000,Sat2,Targ1,Sat1,-0.005,0.006,,,
73.000,Sat2,Targ1,Sat1,-0.019,0.033,,,
74.000,Sat2,Targ1,Sat1,-0.056,0.006,,,
75.000,Sat2,Targ1,Sat1,-0.008,-0.011,,,
76.000,Sat2,Targ1,Sat1,-0.021,0.002,,,
77.000,Sat2,Targ1,Sat1,-0.005,0.010,,,
78.000,Sat2,Targ1,Sat1,-0.003,-0.014,,,
79.000,Sat2,Targ1,Sat1,-0.051,0.013,,,
80.000,Sat2,Targ1,Sat1,-0.007,-0.008,,,
81.000,Sat2,Targ1,Sat1,-0.014,0.017,,,
82.000,Sat2,Targ1,Sat1,-0.028,-0.011,,,
83.000,Sat2,Targ1,Sat1,-0.026,0.037,,,
84.000,Sat2,Targ1,Sat1,-0.023,0.007,,,
85.000,Sat2,Targ1,Sat1,-0.021,0.008,,,
86.000,Sat2,Targ1,Sat1,-0.009,0.032,,,
87.000,Sat2,Targ1,Sat1,-0.020,0.018,,,
88.000,Sat2,Targ1,Sat1,-0.024,-0.035,,,
89.000,Sat2,Targ1,Sat1,-0.006,-0.018,,,
90.000,Sat2,Targ1,Sat1,-0.028,0.004,,,
91.000,Sat2,Targ1,Sat1,-0.020,0.008,,,
92.000,Sat2,Targ1,Sat1,-0.012,0.005,,,
93.000,Sat2,Targ1,Sat3,-0.540,-0.499,,,
94.000,Sat2,Targ1,Sat3,-0.992,-0.954,,,
95.000,Sat2,Targ1,Sat3,-1.458,-1.426,,,
96.000,Sat2,Targ1,Sat3,-1.909,-1.891,,,
97.000,Sat2,Targ1,Sat3,-2.413,-2.348,,,
98.000,Sat2,Targ1,Sat3,-2.832,-2.812,,,
99.000,Sat2,Targ1,Sat3,-3.254,-3.272,,,
100.000,Sat2,Targ1,Sat3,-3.699,-3.720,,,
