Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Track Error,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF Track Error,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA,ET_Est_x,ET_Est_vx,ET_Est_y,ET_Est_vy,ET_Est_z,ET_Est_vz,ET_Cov_xx,ET_Cov_vxvx,ET_Cov_yy,ET_Cov_vyvy,ET_Cov_zz,ET_Cov_vzvz,ET_Meas_alpha,ET_Meas_beta
36.000,17859.904,-0.000,-4333.561,6197.722,22.881,-1505.700,94.183,0.000,0.000,6.749,6.944,6218.899,24.193,-1518.777,100.785,2.117,2.541,1000.000,100.000,1000.000,100.000,1000.000,100.000,38.960,0.000,0.000,1.000,1.000,6185.216,19.585,-1491.896,96.793,-2.139,-2.690,1000.000,100.000,1000.000,100.000,1000.000,100.000,38.960,0.000,0.000,1.000,1.000,6212.722,34.322,-1490.700,141.275,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000,6.749,6.944
37.000,17923.726,-0.000,-4061.522,6219.886,21.447,-1411.346,94.520,0.000,0.000,6.370,6.538,6237.494,22.108,-1409.080,101.945,-6.032,1.569,970.867,98.929,32.380,91.179,133.763,92.000,27.832,-0.055,-0.042,0.024,0.024,6217.022,17.665,-1410.929,95.951,0.022,-2.464,247.847,92.948,19.381,90.799,24.132,90.848,20.023,0.045,0.081,0.024,0.024,6244.347,31.100,-1396.635,135.866,-3.855,-2.433,700.769,99.751,157.609,90.779,217.452,91.740,6.370,6.538
38.000,17983.404,-0.000,-3788.544,6240.615,20.009,-1316.667,94.835,0.000,0.000,5.982,6.121,6258.553,20.599,-1313.042,97.320,-6.051,0.188,1245.905,93.008,31.629,26.603,146.638,31.882,29.129,-0.009,0.033,0.003,0.003,6236.562,17.130,-1316.241,95.135,-0.430,-0.621,188.028,74.273,16.564,25.651,19.690,26.631,18.855,0.018,0.008,0.003,0.003,6254.771,27.703,-1303.480,136.076,3.324,-1.507,747.061,100.674,171.126,90.857,142.857,90.497,5.982,6.121
39.000,18038.926,-0.000,-3514.691,6259.902,18.565,-1221.684,95.128,0.000,0.000,5.592,5.702,6277.894,19.203,-1218.828,95.811,-4.913,0.611,1708.731,92.053,33.285,9.656,168.451,14.976,31.006,0.005,0.019,0.002,0.002,6257.191,17.195,-1221.212,95.321,0.122,0.185,198.808,53.060,15.019,8.272,18.003,9.170,18.855,0.017,0.006,0.002,0.002,6267.246,21.886,-1199.287,124.782,-0.635,-1.786,796.070,96.710,117.783,67.815,398.232,112.845,nan,5.702
40.000,18090.278,-0.000,-3240.025,6277.744,17.118,-1126.418,95.399,0.000,0.000,5.180,5.275,6296.278,17.687,-1123.945,95.644,-5.400,0.160,2335.583,90.960,35.404,5.160,193.425,9.487,33.030,-0.007,0.007,0.001,0.001,6274.768,16.087,-1126.151,95.413,-0.133,0.019,218.550,36.280,12.954,3.528,15.916,4.147,18.920,-0.000,0.004,0.001,0.001,6286.651,18.760,-1106.814,113.786,-3.327,-2.007,1079.447,92.831,116.666,43.520,2369.583,249.949,nan,5.275
41.000,18137.447,-0.000,-2964.610,6294.136,15.666,-1030.892,95.648,0.000,0.000,4.770,4.848,6310.746,15.789,-1029.592,95.455,-4.423,0.317,3046.165,86.947,37.629,3.572,212.463,6.690,34.849,0.001,0.009,0.001,0.001,6292.128,15.167,-1030.968,95.553,0.038,0.087,235.488,25.126,11.196,1.820,13.982,2.215,18.945,0.004,0.007,0.001,0.001,6305.692,16.818,-1016.159,107.244,-7.860,-2.545,1401.995,89.272,110.402,28.743,14936.404,850.637,nan,4.848
42.000,18180.424,-0.000,-2688.510,6309.074,14.211,-935.129,95.875,0.000,0.000,4.349,4.406,6325.544,14.302,-933.951,95.706,-3.868,0.372,3673.605,78.184,38.494,2.809,215.174,4.742,36.107,0.002,-0.001,0.001,0.001,6307.426,13.909,-935.224,95.801,0.091,0.082,250.630,18.063,9.791,1.075,12.307,1.320,18.960,0.002,0.000,0.001,0.001,6324.096,15.367,-924.097,103.787,-15.348,-3.453,1970.324,99.698,107.213,20.849,89866.469,3295.397,nan,4.406
43.000,18219.198,-0.000,-2411.788,6322.556,12.752,-839.149,96.080,0.000,0.000,3.923,3.963,6337.400,12.612,-838.151,95.909,-2.680,0.516,4015.805,64.740,36.643,2.270,195.752,3.238,36.533,0.004,-0.001,0.001,0.001,6321.463,12.616,-839.085,96.065,0.432,0.145,266.664,13.568,8.673,0.705,10.879,0.852,19.005,0.005,-0.001,0.001,0.001,6338.595,13.620,-830.358,101.894,-29.672,-5.184,3966.578,164.618,121.635,16.509,505271.500,13026.215,nan,3.963
44.000,18253.761,-0.000,-2134.509,6334.577,11.291,-742.976,96.263,0.000,0.000,3.482,3.518,6351.733,11.462,-741.978,96.130,-2.992,0.401,3992.476,49.387,32.216,1.797,159.639,2.143,36.110,-0.004,0.000,0.001,0.001,6333.923,11.258,-742.914,96.256,0.241,0.078,285.751,10.640,7.775,0.505,9.664,0.585,19.100,-0.003,0.001,0.001,0.001,6350.544,11.832,-735.382,100.792,-56.154,-8.130,12583.138,389.916,188.004,14.385,2584599.750,49515.012,3.482,nan
45.000,18284.103,-0.000,-1856.737,6345.136,9.826,-646.631,96.423,0.000,0.000,3.042,3.065,6364.866,10.267,-645.349,96.381,-3.042,0.362,3695.099,35.428,26.566,1.384,118.750,1.436,35.063,-0.000,-0.003,0.001,0.001,6344.190,9.756,-646.501,96.425,0.307,0.075,309.665,8.685,7.045,0.390,8.620,0.422,19.261,-0.001,-0.002,0.001,0.001,6351.792,8.786,-638.448,100.120,-174.815,-21.562,35479.996,841.185,404.154,13.989,7049068.000,104166.148,3.042,nan
