Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Track Error,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF Track Error,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA,ET_Est_x,ET_Est_vx,ET_Est_y,ET_Est_vy,ET_Est_z,ET_Est_vz,ET_Cov_xx,ET_Cov_vxvx,ET_Cov_yy,ET_Cov_vyvy,ET_Cov_zz,ET_Cov_vzvz,ET_Meas_alpha,ET_Meas_beta,ET_Track Error
46.000,18310.219,-1578.535,0.000,6354.230,8.360,-550.136,96.562,0.000,0.000,-0.011,0.002,6254.254,-1.713,-541.191,95.947,0.178,0.023,10919.119,101.972,87.234,0.909,6.221,0.256,43.142,-0.002,0.002,0.001,0.001,6353.740,8.063,-549.959,96.583,0.251,0.072,339.986,7.341,6.443,0.321,7.711,0.318,19.495,-0.001,0.001,0.001,0.001,6355.160,8.320,-549.714,96.657,-0.097,-0.003,242.258,6.556,4.369,0.305,6.741,0.305,-0.011,0.002,18.000
47.000,18332.103,-1299.968,0.000,6361.856,6.892,-453.515,96.677,0.000,0.000,-0.013,-0.002,6251.838,-3.177,-445.595,95.722,0.031,-0.002,13035.489,101.974,71.179,1.354,5.780,0.206,44.724,-0.004,-0.002,0.001,0.001,6361.320,6.626,-453.505,96.666,0.151,0.048,378.915,6.433,5.945,0.282,6.915,0.250,19.813,-0.003,-0.003,0.001,0.001,6362.021,6.751,-453.269,96.717,0.101,0.027,259.283,5.438,3.985,0.262,5.864,0.230,-0.013,-0.002,18.120
48.000,18349.748,-1021.101,0.000,6368.013,5.422,-356.789,96.771,0.000,0.000,-0.010,-0.001,6247.913,-4.642,-349.912,95.520,-0.047,-0.012,15354.379,101.835,52.794,2.001,5.411,0.173,46.218,0.001,-0.001,0.001,0.001,6367.984,5.243,-356.727,96.773,0.065,0.030,428.451,5.815,5.529,0.260,6.214,0.204,20.216,0.002,-0.002,0.001,0.001,6367.924,5.267,-356.752,96.769,0.074,0.020,281.798,4.670,3.698,0.237,5.137,0.182,-0.010,-0.001,18.320
49.000,18363.152,-741.997,0.000,6372.699,3.951,-259.980,96.842,0.000,0.000,-0.008,-0.004,6242.500,-6.103,-254.359,95.304,-0.274,-0.039,17873.812,101.557,34.133,2.845,5.102,0.150,47.631,0.002,-0.004,0.001,0.001,6373.747,3.904,-259.731,96.882,-0.188,-0.006,490.716,5.402,5.181,0.252,5.600,0.172,20.705,0.003,-0.004,0.001,0.001,6373.050,3.860,-259.792,96.865,0.049,0.016,309.566,4.123,3.490,0.224,4.514,0.150,-0.008,-0.004,18.585
50.000,18372.310,-462.723,0.000,6375.914,2.479,-163.112,96.891,0.000,0.000,-0.009,0.002,6235.648,-7.558,-159.127,95.055,-0.115,-0.015,20591.226,101.139,17.789,3.881,4.842,0.134,48.976,0.001,0.003,0.001,0.001,6376.692,2.408,-162.740,96.936,-0.020,0.015,567.641,5.145,4.878,0.257,5.142,0.150,21.280,0.001,0.003,0.001,0.001,6377.245,2.492,-162.874,96.929,-0.073,0.001,341.331,3.710,3.347,0.218,3.968,0.129,-0.009,0.002,18.888
51.000,18377.222,-183.341,0.000,6377.656,1.006,-66.205,96.918,0.000,0.000,-0.012,0.001,6227.400,-9.000,-64.317,94.766,-0.066,-0.008,23503.472,100.582,6.910,5.107,4.624,0.122,50.293,-0.002,0.001,0.001,0.001,6378.105,0.911,-65.875,96.947,0.032,0.020,658.540,4.988,4.672,0.277,4.811,0.136,21.915,-0.002,0.001,0.001,0.001,6378.613,0.981,-66.003,96.940,0.012,0.011,373.817,3.363,3.260,0.216,3.494,0.114,-0.012,0.001,19.187
52.000,18377.885,96.083,0.000,6377.926,-0.467,30.716,96.922,0.000,0.000,-0.017,-0.000,6217.799,-10.427,29.973,94.432,-0.075,-0.008,26606.789,99.889,5.203,6.519,4.441,0.114,51.769,-0.006,-0.000,0.001,0.001,6377.873,-0.597,30.970,96.930,0.112,0.026,747.396,4.789,4.618,0.301,4.529,0.125,22.491,-0.006,-0.001,0.001,0.001,6378.385,-0.533,30.871,96.929,0.090,0.018,400.743,3.028,3.216,0.214,3.105,0.105,-0.017,-0.000,19.421
53.000,18374.300,375.485,0.000,6376.723,-1.940,127.630,96.903,0.000,0.000,-0.013,0.001,6206.694,-11.855,124.185,94.105,-0.007,-0.000,29896.755,99.058,16.938,8.116,4.288,0.108,53.530,-0.001,0.002,0.001,0.001,6375.877,-2.119,127.751,96.883,0.135,0.026,777.315,4.267,4.590,0.301,4.318,0.119,22.663,-0.002,0.000,0.001,0.001,6376.421,-2.059,127.566,96.873,0.101,0.017,413.236,2.660,3.197,0.209,2.833,0.100,-0.013,0.001,19.514
54.000,18366.468,654.801,0.000,6374.047,-3.412,224.515,96.863,0.000,0.000,-0.012,0.001,6194.105,-13.280,218.161,93.767,0.028,0.004,33368.713,98.094,46.925,9.895,4.161,0.104,55.362,0.001,0.001,0.001,0.001,6372.718,-3.612,224.592,96.831,0.189,0.028,739.231,3.525,4.499,0.280,4.360,0.117,22.414,0.000,-0.000,0.001,0.001,6373.514,-3.540,224.424,96.828,0.168,0.022,403.442,2.249,3.181,0.199,2.706,0.098,-0.012,0.001,19.397
55.000,18354.390,933.964,0.000,6369.899,-4.883,321.348,96.800,0.000,0.000,-0.015,-0.002,6180.166,-14.691,311.653,93.394,-0.090,-0.009,37017.417,96.999,100.497,11.852,4.057,0.101,57.193,-0.002,-0.003,0.001,0.001,6368.955,-5.047,321.495,96.780,0.247,0.032,660.169,2.774,4.350,0.247,4.722,0.119,21.891,-0.002,-0.003,0.001,0.001,6369.686,-4.980,321.358,96.783,0.215,0.026,370.110,1.818,3.148,0.184,2.721,0.097,-0.015,-0.002,19.042
56.000,18338.068,1212.912,0.000,6364.281,-6.354,418.107,96.714,0.000,0.000,-0.013,-0.005,6164.737,-16.101,404.895,93.012,-0.307,-0.030,40836.875,95.775,183.529,13.984,3.972,0.099,59.008,0.001,-0.004,0.001,0.001,6363.219,-6.512,418.095,96.676,0.138,0.017,571.721,2.145,4.185,0.215,5.353,0.122,21.268,-0.000,-0.006,0.001,0.001,6363.842,-6.455,417.976,96.679,0.071,0.007,320.478,1.415,3.094,0.167,2.838,0.098,-0.013,-0.005,18.481
57.000,18317.508,1491.580,0.000,6357.192,-7.823,514.770,96.607,0.000,0.000,-0.012,-0.000,6147.869,-17.504,497.774,92.612,-0.271,-0.023,44820.847,94.425,302.388,16.290,3.904,0.098,60.805,0.002,0.001,0.001,0.001,6357.746,-7.878,514.859,96.600,0.092,0.010,488.100,1.669,4.136,0.195,5.790,0.122,20.604,0.002,-0.001,0.001,0.001,6357.646,-7.859,514.766,96.598,-0.131,-0.016,265.648,1.077,3.027,0.150,2.999,0.098,-0.012,-0.000,17.785
58.000,18292.713,1769.902,0.000,6348.636,-9.290,611.313,96.477,0.000,0.000,-0.016,-0.003,6129.750,-18.889,590.085,92.176,-0.389,-0.033,48962.538,92.953,463.950,18.765,3.850,0.097,62.581,-0.002,-0.002,0.001,0.001,6349.003,-9.351,611.442,96.472,0.100,0.010,401.198,1.278,4.120,0.178,6.022,0.120,19.805,-0.002,-0.004,0.001,0.001,6348.810,-9.341,611.424,96.479,-0.057,-0.006,214.365,0.818,2.956,0.136,3.156,0.099,-0.016,-0.003,17.035
59.000,18263.690,2047.816,0.000,6338.614,-10.755,707.715,96.324,0.000,0.000,-0.014,-0.002,6110.159,-20.272,682.046,91.729,-0.409,-0.031,53254.283,91.362,675.617,21.405,3.808,0.096,64.338,0.000,0.000,0.001,0.001,6339.102,-10.806,707.896,96.326,0.092,0.008,321.540,0.975,4.105,0.163,6.125,0.118,18.945,-0.000,-0.002,0.001,0.001,6338.861,-10.799,707.837,96.328,-0.116,-0.011,170.889,0.630,2.892,0.125,3.287,0.099,-0.014,-0.002,16.290
60.000,18230.444,2325.256,0.000,6327.127,-12.217,803.954,96.150,0.000,0.000,-0.014,0.002,6089.159,-21.645,773.540,91.259,-0.256,-0.013,57688.423,89.656,945.225,24.207,3.777,0.096,66.075,0.000,0.004,0.001,0.001,6327.844,-12.256,804.122,96.151,0.131,0.010,255.322,0.754,4.092,0.150,6.134,0.115,18.101,-0.001,0.002,0.001,0.001,6327.197,-12.267,804.063,96.149,-0.164,-0.015,135.987,0.497,2.837,0.117,3.386,0.098,-0.014,0.002,15.588
61.000,18192.984,2602.159,0.000,6314.180,-13.677,900.007,95.953,0.000,0.000,-0.014,0.001,6066.807,-23.010,864.578,90.772,-0.190,-0.005,62256.712,87.839,1281.092,27.166,3.753,0.096,67.793,0.001,0.002,0.001,0.001,6314.599,-13.728,900.191,95.952,0.172,0.014,202.979,0.597,4.081,0.140,6.084,0.113,17.313,0.000,-0.000,0.001,0.001,6314.288,-13.726,900.146,95.955,-0.008,0.004,108.731,0.404,2.795,0.111,3.455,0.098,-0.014,0.001,14.944
