Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Track Error,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF Track Error,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA,ET_Est_x,ET_Est_vx,ET_Est_y,ET_Est_vy,ET_Est_z,ET_Est_vz,ET_Cov_xx,ET_Cov_vxvx,ET_Cov_yy,ET_Cov_vyvy,ET_Cov_zz,ET_Cov_vzvz,ET_Meas_alpha,ET_Meas_beta
36.000,17859.904,-4333.561,0.000,6197.722,22.881,-1505.700,94.183,0.000,0.000,0.012,-0.002,6203.936,15.877,-1492.141,103.304,14.037,5.439,1000.000,100.000,1000.000,100.000,1000.000,100.000,38.960,0.000,0.000,1.000,1.000,6216.453,22.461,-1510.306,97.943,12.465,-1.183,1000.000,100.000,1000.000,100.000,1000.000,100.000,38.960,0.000,0.000,1.000,1.000,6212.722,34.322,-1490.700,141.275,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000,0.012,-0.002
37.000,17923.726,-4061.522,0.000,6219.886,21.447,-1411.346,94.520,0.000,0.000,0.004,0.002,6214.685,13.795,-1407.329,101.722,0.347,3.692,1045.841,99.626,54.699,90.837,0.179,90.449,25.348,-0.091,-0.091,0.025,0.025,6222.974,20.414,-1409.859,99.904,-0.262,-1.454,3.170,90.922,0.199,90.839,0.265,90.857,6.622,-0.002,-0.052,0.025,0.025,6233.673,29.727,-1399.610,135.449,3.046,-1.543,742.950,100.612,175.243,90.919,142.862,90.497,0.004,0.002
38.000,17983.404,-3788.544,0.000,6240.615,20.009,-1316.667,94.835,0.000,0.000,0.009,0.002,6227.641,11.378,-1310.035,97.519,0.383,0.048,1337.827,97.087,59.864,3.758,0.176,0.460,26.753,-0.021,-0.017,0.002,0.002,6247.306,23.430,-1315.252,94.847,-1.346,-1.059,3.516,6.404,0.196,0.490,0.261,0.624,6.728,-0.016,-0.006,0.002,0.002,6263.069,25.967,-1304.795,122.475,-2.546,-2.918,857.139,94.715,77.989,63.143,119.738,68.273,0.009,nan
39.000,18038.926,-3514.691,0.000,6259.902,18.565,-1221.684,95.128,0.000,0.000,0.007,0.000,6236.397,9.566,-1213.404,96.838,0.098,-0.147,1825.988,98.129,69.583,2.503,0.151,0.150,28.695,-0.007,-0.002,0.000,0.000,6265.530,19.364,-1220.056,95.260,-1.180,-0.338,3.368,1.855,0.167,0.156,0.222,0.193,6.591,0.000,-0.011,0.000,0.000,6284.493,22.888,-1210.017,112.467,-1.605,-1.615,1167.188,90.192,69.047,41.003,136.297,47.886,0.007,nan
40.000,18090.278,-3240.025,0.000,6277.744,17.118,-1126.418,95.399,0.000,0.000,0.010,-0.001,6245.824,8.124,-1116.569,96.878,0.126,-0.075,2510.518,99.037,80.713,1.658,0.135,0.084,30.843,0.001,-0.001,0.000,0.000,6285.079,18.280,-1124.687,95.553,-0.971,-0.111,3.216,0.837,0.146,0.087,0.196,0.102,6.472,0.006,-0.008,0.000,0.000,6301.267,20.191,-1116.763,106.601,-1.083,-0.990,1521.915,83.860,65.784,27.640,138.778,33.137,0.010,nan
41.000,18137.447,-2964.610,0.000,6294.136,15.666,-1030.892,95.648,0.000,0.000,0.008,0.002,6252.033,6.471,-1020.033,96.693,0.255,-0.009,3393.896,99.804,90.888,1.030,0.125,0.062,33.020,-0.003,0.001,0.000,0.000,6302.932,16.921,-1029.463,95.688,-1.254,-0.166,3.146,0.476,0.133,0.063,0.177,0.071,6.398,0.002,-0.004,0.000,0.000,6324.296,19.171,-1019.435,104.544,-5.612,-1.858,1441.569,65.491,92.037,23.365,149.286,25.444,0.008,nan
42.000,18180.424,-2688.510,0.000,6309.074,14.211,-935.129,95.875,0.000,0.000,0.008,-0.001,6256.226,4.843,-923.331,96.585,-0.094,-0.103,4480.388,100.459,98.218,0.594,0.120,0.052,35.144,-0.001,-0.002,0.000,0.000,6317.623,15.077,-933.372,96.004,-0.999,-0.052,3.161,0.316,0.125,0.053,0.163,0.058,6.368,0.004,-0.008,0.000,0.000,6328.751,15.677,-928.212,101.699,-1.534,-0.620,1542.752,56.513,63.267,16.488,125.771,19.006,0.008,nan
43.000,18219.198,-2411.788,0.000,6322.556,12.752,-839.149,96.080,0.000,0.000,0.012,0.001,6261.433,3.458,-826.568,96.601,-0.168,-0.095,5771.837,100.996,101.417,0.343,0.116,0.048,37.177,0.003,-0.000,0.000,0.000,6332.284,13.686,-837.227,96.247,-1.347,-0.126,3.260,0.234,0.120,0.049,0.153,0.051,6.379,0.007,-0.004,0.000,0.000,6341.804,13.918,-833.482,100.566,-0.811,-0.375,1898.508,53.835,57.776,13.773,122.223,15.838,0.012,nan
44.000,18253.761,-2134.509,0.000,6334.577,11.291,-742.976,96.263,0.000,0.000,0.011,0.002,6263.409,1.903,-730.092,96.460,-0.330,-0.111,7266.579,101.385,99.725,0.277,0.115,0.046,39.104,-0.001,0.000,0.000,0.000,6346.307,12.422,-741.166,96.404,-1.407,-0.104,3.449,0.188,0.117,0.047,0.145,0.048,6.425,0.005,-0.005,0.000,0.000,6354.980,12.395,-738.196,99.861,-0.643,-0.286,2342.429,52.166,55.764,12.235,121.415,13.841,0.011,nan
45.000,18284.103,-1856.737,0.000,6345.136,9.826,-646.631,96.423,0.000,0.000,0.009,0.000,6263.500,0.313,-633.990,96.238,-0.215,-0.059,8967.252,101.651,92.891,0.397,0.114,0.045,40.923,-0.003,-0.002,0.000,0.000,6357.556,10.883,-644.750,96.572,-1.340,-0.067,3.737,0.163,0.115,0.046,0.139,0.046,6.505,0.004,-0.007,0.000,0.000,6366.419,10.834,-641.307,99.569,-2.659,-0.544,2264.631,43.263,77.728,12.160,117.601,12.424,0.009,nan
46.000,18310.219,-1578.535,0.000,6354.230,8.360,-550.136,96.562,0.000,0.000,0.013,-0.002,6264.098,-1.097,-537.561,96.179,0.138,0.035,10873.462,101.789,81.229,0.702,0.113,0.044,42.638,0.003,-0.003,0.000,0.000,6368.002,9.459,-547.757,96.824,-0.958,0.038,4.151,0.148,0.114,0.045,0.134,0.045,6.621,0.008,-0.008,0.000,0.000,6373.890,9.050,-545.598,99.130,-0.863,-0.217,2494.880,40.303,57.266,10.715,112.640,11.437,0.013,nan
47.000,18332.103,-1299.968,0.000,6361.856,6.892,-453.515,96.677,0.000,0.000,0.013,-0.000,6262.041,-2.586,-441.404,96.018,0.012,-0.001,12980.572,101.771,65.729,1.192,0.113,0.044,44.249,0.000,-0.001,0.000,0.000,6377.526,8.096,-451.089,96.932,-1.020,0.021,4.724,0.141,0.113,0.045,0.129,0.045,6.775,0.006,-0.005,0.000,0.000,6383.173,7.630,-449.364,98.869,-0.313,-0.116,2970.616,40.046,53.283,10.179,114.014,10.845,0.013,nan
48.000,18349.748,-1021.101,0.000,6368.013,5.422,-356.789,96.771,0.000,0.000,0.011,-0.001,6257.665,-4.131,-345.730,95.744,-0.160,-0.040,15290.720,101.623,47.815,1.867,0.113,0.044,45.766,-0.002,-0.001,0.000,0.000,6385.878,6.748,-354.563,96.967,-0.842,0.064,5.510,0.139,0.112,0.045,0.124,0.045,6.969,0.005,-0.006,0.000,0.000,6391.701,6.266,-353.083,98.651,0.058,-0.054,3575.861,40.520,52.127,9.907,115.822,10.422,0.011,nan
49.000,18363.152,-741.997,0.000,6372.699,3.951,-259.980,96.842,0.000,0.000,0.014,0.001,6252.975,-5.583,-249.894,95.576,-0.150,-0.028,17802.423,101.344,29.475,2.730,0.113,0.044,47.192,0.002,-0.000,0.000,0.000,6393.422,5.453,-257.390,97.131,-0.786,0.073,6.580,0.142,0.112,0.045,0.120,0.044,7.207,0.010,-0.003,0.000,0.000,6398.708,4.879,-256.132,98.538,-0.036,-0.059,4277.968,41.228,51.601,9.772,116.938,10.105,0.014,nan
50.000,18372.310,-462.723,0.000,6375.914,2.479,-163.112,96.891,0.000,0.000,0.011,0.001,6245.568,-7.112,-154.771,95.240,-0.246,-0.043,20510.192,100.921,13.353,3.776,0.113,0.044,48.531,-0.003,0.001,0.000,0.000,6399.738,4.153,-160.673,97.139,-0.466,0.139,8.018,0.148,0.111,0.045,0.116,0.044,7.490,0.006,-0.002,0.000,0.000,6402.858,3.375,-159.794,98.329,-0.290,-0.082,4794.238,40.315,73.209,10.203,101.219,9.621,0.011,nan
51.000,18377.222,-183.341,0.000,6377.656,1.006,-66.205,96.918,0.000,0.000,0.011,-0.001,6237.530,-8.575,-59.765,94.950,-0.036,0.013,23413.881,100.366,2.544,5.009,0.113,0.044,49.791,-0.001,-0.002,0.000,0.000,6403.875,2.753,-63.717,97.174,-0.369,0.133,9.871,0.156,0.111,0.045,0.113,0.044,7.809,0.009,-0.002,0.000,0.000,6405.122,1.848,-62.968,98.189,-0.070,-0.047,5533.422,40.670,55.558,9.761,109.549,9.605,0.011,nan
