Time,Satellite,Target,Sender,Received Alpha,Received Beta,Receiver,Sent Alpha,Sent Beta
41.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
42.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
43.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
44.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
45.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
46.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
47.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
48.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
49.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
50.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
51.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
52.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
53.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
54.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
55.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
56.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
57.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
58.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
59.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
60.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
61.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
62.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
63.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
64.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
65.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
66.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
67.000,Sat1,Targ1,Sat2,nan,nan,Sat2,nan,nan
68.000,Sat1,Targ1,,,,Sat2,nan,nan
69.000,Sat1,Targ1,,,,Sat2,nan,nan
70.000,Sat1,Targ1,,,,Sat2,nan,nan
71.000,Sat1,Targ1,,,,Sat2,nan,nan
72.000,Sat1,Targ1,,,,Sat2,nan,nan
73.000,Sat1,Targ1,,,,Sat2,nan,nan
74.000,Sat1,Targ1,,,,Sat2,nan,nan
75.000,Sat1,Targ1,,,,Sat2,nan,nan
76.000,Sat1,Targ1,Sat3,6.824,nan,Sat2,nan,nan
77.000,Sat1,Targ1,Sat3,6.395,nan,Sat2,-0.017,0.016
78.000,Sat1,Targ1,Sat3,6.040,6.229,Sat2,nan,nan
79.000,Sat1,Targ1,Sat3,nan,nan,Sat2,-0.003,-0.011
80.000,Sat1,Targ1,Sat3,nan,nan,Sat2,nan,0.003
81.000,Sat1,Targ1,Sat3,nan,nan,Sat2,nan,nan
82.000,Sat1,Targ1,Sat3,nan,nan,Sat2,nan,nan
83.000,Sat1,Targ1,Sat3,nan,nan,Sat2,nan,nan
84.000,Sat1,Targ1,Sat3,nan,nan,Sat2,nan,nan
85.000,Sat1,Targ1,Sat3,nan,nan,Sat2,nan,nan
86.000,Sat1,Targ1,Sat3,nan,nan,Sat2,nan,nan
87.000,Sat1,Targ1,Sat3,nan,nan,Sat2,nan,nan
88.000,Sat1,Targ1,Sat3,nan,nan,Sat2,nan,nan
89.000,Sat1,Targ1,Sat3,nan,nan,Sat2,nan,nan
90.000,Sat1,Targ1,Sat3,nan,nan,Sat2,nan,nan
91.000,Sat1,Targ1,Sat3,nan,nan,Sat2,nan,nan
92.000,Sat1,Targ1,Sat3,nan,nan,Sat2,nan,nan
93.000,Sat1,Targ1,Sat3,nan,nan,Sat3,nan,nan
94.000,Sat1,Targ1,Sat3,nan,nan,Sat3,nan,nan
95.000,Sat1,Targ1,Sat3,nan,nan,Sat3,nan,nan
96.000,Sat1,Targ1,Sat3,nan,nan,Sat3,nan,nan
97.000,Sat1,Targ1,Sat3,nan,nan,Sat3,nan,nan
98.000,Sat1,Targ1,Sat3,nan,nan,Sat3,nan,nan
99.000,Sat1,Targ1,Sat3,nan,nan,Sat3,nan,nan
100.000,Sat1,Targ1,Sat3,nan,nan,Sat3,nan,nan
