Time,Satellite,Target,Sender,Received Alpha,Received Beta,Receiver,Sent Alpha,Sent Beta
0.000,Sat3,Targ1,,,,,,
2.000,Sat3,Targ1,,,,,,
4.000,Sat3,Targ1,,,,,,
6.000,Sat3,Targ1,,,,,,
8.000,Sat3,Targ1,,,,,,
10.000,Sat3,Targ1,,,,,,
12.000,Sat3,Targ1,,,,,,
14.000,Sat3,Targ1,,,,,,
16.000,Sat3,Targ1,,,,,,
18.000,Sat3,Targ1,Sat1,-0.004,0.022,,,
20.000,Sat3,Targ1,Sat1,nan,nan,,,
22.000,Sat3,Targ1,Sat1,nan,nan,,,
24.000,Sat3,Targ1,Sat1,nan,nan,,,
26.000,Sat3,Targ1,Sat1,nan,nan,,,
28.000,Sat3,Targ1,Sat1,nan,nan,,,
30.000,Sat3,Targ1,Sat1,nan,nan,,,
32.000,Sat3,Targ1,Sat1,nan,0.034,,,
34.000,Sat3,Targ1,Sat1,nan,0.000,,,
36.000,Sat3,Targ1,Sat1,nan,0.022,,,
38.000,Sat3,Targ1,Sat1,nan,0.008,,,
40.000,Sat3,Targ1,Sat1,nan,-0.020,,,
42.000,Sat3,Targ1,Sat1,nan,-0.004,,,
44.000,Sat3,Targ1,Sat1,nan,0.017,,,
46.000,Sat3,Targ1,Sat1,nan,-0.028,,,
48.000,Sat3,Targ1,Sat1,nan,-0.004,,,
50.000,Sat3,Targ1,Sat1,nan,0.021,,,
52.000,Sat3,Targ1,Sat1,nan,0.019,,,
54.000,Sat3,Targ1,Sat1,nan,0.028,,,
56.000,Sat3,Targ1,Sat1,nan,-0.034,,,
58.000,Sat3,Targ1,Sat1,nan,0.045,,,
60.000,Sat3,Targ1,Sat1,nan,0.011,,,
62.000,Sat3,Targ1,Sat1,nan,0.005,,,
64.000,Sat3,Targ1,Sat1,nan,0.032,,,
66.000,Sat3,Targ1,Sat1,nan,-0.024,,,
68.000,Sat3,Targ1,Sat1,nan,0.016,,,
70.000,Sat3,Targ1,Sat1,nan,0.016,,,
72.000,Sat3,Targ1,Sat1,nan,0.007,,,
74.000,Sat3,Targ1,Sat1,nan,0.005,,,
76.000,Sat3,Targ1,Sat1,nan,0.002,,,
78.000,Sat3,Targ1,Sat1,nan,-0.013,,,
80.000,Sat3,Targ1,Sat1,nan,0.019,,,
82.000,Sat3,Targ1,Sat1,nan,0.022,,,
84.000,Sat3,Targ1,Sat1,nan,0.000,Sat1,2.908,6.645
86.000,Sat3,Targ1,Sat1,nan,nan,Sat1,2.710,nan
88.000,Sat3,Targ1,Sat1,0.007,0.025,Sat1,nan,nan
90.000,Sat3,Targ1,Sat1,nan,nan,Sat1,nan,nan
92.000,Sat3,Targ1,Sat1,nan,nan,Sat1,nan,nan
94.000,Sat3,Targ1,Sat1,nan,nan,Sat1,nan,nan
96.000,Sat3,Targ1,Sat1,nan,nan,Sat1,nan,nan
98.000,Sat3,Targ1,Sat1,nan,nan,Sat1,nan,nan
100.000,Sat3,Targ1,Sat1,nan,nan,Sat1,nan,1.145
102.000,Sat3,Targ1,Sat1,nan,nan,Sat1,nan,nan
104.000,Sat3,Targ1,Sat1,nan,nan,Sat1,nan,nan
106.000,Sat3,Targ1,Sat1,nan,nan,Sat1,nan,nan
108.000,Sat3,Targ1,Sat1,nan,nan,Sat1,nan,-1.685
110.000,Sat3,Targ1,Sat1,nan,nan,Sat1,nan,nan
112.000,Sat3,Targ1,Sat1,nan,nan,Sat1,nan,nan
114.000,Sat3,Targ1,Sat1,nan,nan,Sat1,nan,nan
116.000,Sat3,Targ1,Sat1,nan,nan,Sat1,nan,nan
118.000,Sat3,Targ1,Sat1,nan,nan,Sat1,nan,nan
120.000,Sat3,Targ1,Sat1,nan,nan,Sat1,nan,nan
