Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Track Error,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF Track Error,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA,ET_Est_x,ET_Est_vx,ET_Est_y,ET_Est_vy,ET_Est_z,ET_Est_vz,ET_Cov_xx,ET_Cov_vxvx,ET_Cov_yy,ET_Cov_vyvy,ET_Cov_zz,ET_Cov_vzvz,ET_Meas_alpha,ET_Meas_beta,ET_Track Error
36.000,17859.904,-4333.561,0.000,6197.722,22.881,-1505.700,94.183,0.000,0.000,-0.009,0.003,6220.101,26.968,-1512.432,92.212,7.921,-3.401,1000.000,100.000,1000.000,100.000,1000.000,100.000,38.960,0.000,0.000,1.000,1.000,6215.500,18.586,-1485.089,91.838,-0.384,-2.915,1000.000,100.000,1000.000,100.000,1000.000,100.000,38.960,0.000,0.000,1.000,1.000,6212.722,34.322,-1490.700,141.275,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000,-0.009,0.003,34.641
37.000,17923.726,-4061.522,0.000,6219.886,21.447,-1411.346,94.520,0.000,0.000,-0.010,-0.001,6246.895,25.639,-1417.722,92.878,-0.205,-3.836,1047.598,99.662,69.919,91.655,17.193,91.302,26.795,0.011,-0.023,0.026,0.026,6224.189,16.412,-1411.639,90.360,-0.533,-2.660,245.844,92.937,19.326,90.890,24.110,90.942,19.994,-0.100,0.014,0.026,0.026,6233.277,29.583,-1401.315,134.760,2.692,-1.698,695.512,99.597,170.992,89.366,141.073,88.924,-0.010,-0.001
38.000,17983.404,-3788.544,0.000,6240.615,20.009,-1316.667,94.835,0.000,0.000,-0.009,0.000,6271.888,24.436,-1323.337,94.354,-0.534,-0.921,1339.316,97.768,74.635,27.053,15.097,24.592,28.035,0.007,0.019,0.003,0.003,6240.046,15.445,-1317.036,93.937,-0.449,-0.440,187.289,74.240,16.542,25.625,19.663,26.605,18.841,0.022,0.015,0.003,0.003,6264.610,28.972,-1301.457,135.946,-3.134,-2.501,664.870,98.850,153.253,89.187,201.950,90.082,-0.009,0.000,28.948
39.000,18038.926,-3514.691,0.000,6259.902,18.565,-1221.684,95.128,0.000,0.000,-0.010,0.001,6295.621,23.007,-1228.840,94.741,-0.076,-0.132,1829.072,98.264,83.170,10.017,13.749,7.857,29.825,-0.000,0.008,0.002,0.002,6257.821,15.133,-1222.331,94.556,0.192,0.272,198.550,53.003,15.008,8.256,17.990,9.156,18.849,0.010,0.006,0.002,0.002,6290.596,26.760,-1197.854,123.751,-6.299,-3.705,680.330,91.320,95.044,62.854,127.688,65.236,-0.010,0.001,27.461
40.000,18090.278,-3240.025,0.000,6277.744,17.118,-1126.418,95.399,0.000,0.000,-0.008,0.001,6317.943,21.597,-1133.516,95.304,0.052,-0.023,2517.807,99.103,92.573,4.879,11.896,3.365,31.812,0.003,0.002,0.001,0.001,6274.718,14.481,-1126.699,95.184,0.275,0.228,218.522,36.229,12.949,3.519,15.914,4.139,18.919,0.012,-0.001,0.001,0.001,6305.836,23.246,-1106.272,110.753,-6.505,-3.036,805.424,80.411,91.360,34.284,124.013,36.587,-0.008,0.001,28.021
41.000,18137.447,-2964.610,0.000,6294.136,15.666,-1030.892,95.648,0.000,0.000,-0.012,0.002,6338.803,20.146,-1038.345,95.581,0.279,0.060,3407.716,99.900,101.261,2.688,10.327,1.742,33.859,-0.003,0.002,0.001,0.001,6289.377,13.276,-1030.970,95.520,0.512,0.237,235.534,25.086,11.193,1.814,13.984,2.210,18.945,0.005,-0.000,0.001,0.001,6316.124,19.492,-1016.622,103.557,-5.174,-1.927,940.262,67.795,80.943,17.835,111.399,19.429,-0.012,0.002,28.345
42.000,18180.424,-2688.510,0.000,6309.074,14.211,-935.129,95.875,0.000,0.000,-0.009,0.000,6358.233,18.705,-942.378,95.997,0.192,0.020,4500.643,100.584,107.352,1.555,9.082,1.025,35.880,0.002,-0.001,0.001,0.001,6303.884,12.273,-935.030,95.798,0.355,0.139,250.777,18.037,9.790,1.071,12.311,1.316,18.963,0.007,-0.003,0.001,0.001,6324.114,16.121,-925.515,100.065,-3.651,-1.139,1062.324,55.878,69.318,9.902,96.296,10.870,-0.009,0.000,28.491
43.000,18219.198,-2411.788,0.000,6322.556,12.752,-839.149,96.080,0.000,0.000,-0.009,-0.002,6376.216,17.253,-846.089,96.365,-0.058,-0.042,5797.887,101.138,109.516,0.950,8.095,0.662,37.832,0.001,-0.003,0.001,0.001,6318.307,11.381,-839.031,96.019,0.209,0.084,266.880,13.551,8.673,0.702,10.884,0.849,19.008,0.006,-0.004,0.001,0.001,6333.010,13.606,-832.430,98.473,-2.418,-0.636,1173.859,45.992,59.473,5.993,82.815,6.522,-0.009,-0.002,28.586
44.000,18253.761,-2134.509,0.000,6334.577,11.291,-742.976,96.263,0.000,0.000,-0.009,0.003,6392.733,15.793,-749.496,96.696,0.170,0.012,7300.209,101.557,106.928,0.686,7.304,0.459,39.696,0.001,0.003,0.001,0.001,6329.661,10.041,-742.717,96.216,0.321,0.091,285.993,10.628,7.774,0.502,9.666,0.583,19.103,0.005,0.001,0.001,0.001,6341.390,11.469,-737.966,97.737,-1.882,-0.426,1284.010,38.315,51.658,3.937,71.618,4.165,-0.009,0.003,28.701
45.000,18284.103,-1856.737,0.000,6345.136,9.826,-646.631,96.423,0.000,0.000,-0.008,-0.001,6407.795,14.327,-652.579,97.005,0.044,-0.013,9007.836,101.838,99.340,0.688,6.660,0.338,41.465,0.001,-0.002,0.001,0.001,6340.896,8.868,-646.333,96.387,0.230,0.063,309.960,8.677,7.044,0.388,8.622,0.421,19.265,0.005,-0.003,0.001,0.001,6348.705,9.537,-642.850,97.345,-1.059,-0.213,1402.372,32.532,45.510,2.784,62.415,2.801,-0.008,-0.001,28.871
