Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Track Error,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF Track Error,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA,ET_Est_x,ET_Est_vx,ET_Est_y,ET_Est_vy,ET_Est_z,ET_Est_vz,ET_Cov_xx,ET_Cov_vxvx,ET_Cov_yy,ET_Cov_vyvy,ET_Cov_zz,ET_Cov_vzvz,ET_Meas_alpha,ET_Meas_beta,ET_Track Error
46.000,18310.219,-1578.535,0.000,6354.230,8.360,-550.136,96.562,0.000,0.000,-0.010,0.002,6421.384,12.856,-555.492,97.269,0.144,0.006,10920.422,101.980,87.079,0.920,6.131,0.262,43.139,-0.001,0.002,0.001,0.001,6349.728,7.495,-549.841,96.515,0.291,0.064,340.473,7.351,6.443,0.320,7.714,0.318,19.501,0.002,0.000,0.001,0.001,6355.685,7.838,-547.177,97.156,-0.766,-0.136,1537.386,28.232,40.644,2.107,54.776,1.965,-0.010,0.002,29.117
47.000,18332.103,-1299.968,0.000,6361.856,6.892,-453.515,96.677,0.000,0.000,-0.011,0.005,6433.504,11.382,-458.256,97.497,0.449,0.050,13037.066,101.982,71.033,1.364,5.692,0.211,44.720,-0.002,0.004,0.001,0.001,6355.988,5.965,-453.255,96.600,0.523,0.088,379.471,6.443,5.944,0.281,6.918,0.250,19.818,0.001,0.003,0.001,0.001,6360.777,6.138,-451.146,97.049,-0.473,-0.079,1695.810,25.046,36.770,1.698,48.318,1.428,-0.011,0.005,29.447
48.000,18349.748,-1021.101,0.000,6368.013,5.422,-356.789,96.771,0.000,0.000,-0.013,-0.000,6444.166,9.906,-360.867,97.696,0.328,0.026,15356.289,101.843,52.664,2.011,5.326,0.178,46.214,-0.003,-0.003,0.001,0.001,6361.822,4.565,-356.718,96.662,0.423,0.063,429.120,5.825,5.529,0.260,6.217,0.203,20.223,-0.001,-0.003,0.001,0.001,6364.082,4.448,-355.078,96.949,-0.005,-0.010,1882.678,22.678,33.689,1.450,42.749,1.069,-0.013,-0.000,29.862
49.000,18363.152,-741.997,0.000,6372.699,3.951,-259.980,96.842,0.000,0.000,-0.016,0.000,6453.382,8.430,-263.338,97.868,0.282,0.017,17876.043,101.564,34.007,2.855,5.018,0.154,47.627,-0.004,-0.001,0.001,0.001,6365.589,3.091,-260.158,96.690,0.375,0.049,491.530,5.412,5.181,0.251,5.603,0.172,20.713,-0.002,-0.002,0.001,0.001,6366.656,2.868,-258.786,96.888,0.024,-0.007,2099.596,20.889,31.268,1.305,37.855,0.822,-0.016,0.000,30.349
50.000,18372.310,-462.723,0.000,6375.914,2.479,-163.112,96.891,0.000,0.000,-0.009,0.002,6461.000,6.936,-165.142,98.079,0.334,0.021,20593.695,101.145,17.664,3.892,4.759,0.138,48.972,0.004,0.001,0.001,0.001,6368.823,1.706,-163.110,96.768,0.402,0.046,568.672,5.156,4.878,0.257,5.145,0.150,21.288,0.006,0.000,0.001,0.001,6367.484,1.283,-162.389,96.828,0.151,0.006,2340.927,19.459,29.423,1.227,33.499,0.648,-0.009,0.002,30.879
51.000,18377.222,-183.341,0.000,6377.656,1.006,-66.205,96.918,0.000,0.000,-0.010,0.001,6467.168,5.442,-66.877,98.253,0.338,0.019,23506.231,100.588,6.806,5.118,4.541,0.126,50.288,0.002,-0.000,0.001,0.001,6370.285,0.281,-66.149,96.801,0.397,0.040,659.772,4.999,4.672,0.277,4.814,0.135,21.924,0.003,-0.001,0.001,0.001,6367.670,-0.218,-65.727,96.794,0.182,0.008,2588.336,18.175,28.094,1.190,29.641,0.524,-0.010,0.001,31.399
52.000,18377.885,96.083,0.000,6377.926,-0.467,30.716,96.922,0.000,0.000,-0.011,0.001,6471.864,3.948,31.449,98.391,0.332,0.017,26609.911,99.894,5.133,6.530,4.358,0.118,51.765,0.000,-0.000,0.001,0.001,6370.523,-1.131,30.750,96.805,0.277,0.023,748.807,4.800,4.619,0.301,4.531,0.125,22.501,0.001,-0.001,0.001,0.001,6366.898,-1.675,31.069,96.765,0.146,0.004,2804.614,16.813,27.213,1.172,26.339,0.436,-0.011,0.001,31.826
53.000,18374.300,375.485,0.000,6376.723,-1.940,127.630,96.903,0.000,0.000,-0.012,-0.002,6475.076,2.452,129.866,98.504,0.183,-0.002,29900.485,99.064,16.900,8.127,4.205,0.112,53.528,-0.001,-0.003,0.001,0.001,6369.763,-2.520,127.660,96.795,0.195,0.012,778.720,4.276,4.592,0.301,4.319,0.119,22.672,0.000,-0.003,0.001,0.001,6364.860,-3.119,127.824,96.717,0.105,-0.000,2934.716,15.180,26.672,1.150,23.740,0.374,-0.012,-0.002,32.052
54.000,18366.468,654.801,0.000,6374.047,-3.412,224.515,96.863,0.000,0.000,-0.013,-0.003,6476.812,0.955,228.370,98.592,0.001,-0.021,33373.122,98.101,46.914,9.905,4.078,0.107,55.361,-0.001,-0.004,0.001,0.001,6367.772,-3.899,224.361,96.746,-0.051,-0.015,740.373,3.532,4.501,0.280,4.360,0.117,22.421,-0.001,-0.004,0.001,0.001,6361.943,-4.523,224.458,96.649,-0.117,-0.020,2924.025,13.192,26.300,1.103,21.992,0.332,-0.013,-0.003,31.973
55.000,18354.390,933.964,0.000,6369.899,-4.883,321.348,96.800,0.000,0.000,-0.014,-0.002,6477.064,-0.543,326.922,98.655,-0.101,-0.030,37022.453,97.006,100.515,11.863,3.972,0.104,57.192,-0.002,-0.002,0.001,0.001,6364.455,-5.287,321.295,96.709,-0.003,-0.008,660.923,2.778,4.351,0.247,4.720,0.118,21.897,-0.001,-0.001,0.001,0.001,6358.144,-5.901,321.207,96.584,-0.214,-0.025,2751.680,10.950,25.907,1.022,21.118,0.303,-0.014,-0.002,31.532
56.000,18338.068,1212.912,0.000,6364.281,-6.354,418.107,96.714,0.000,0.000,-0.012,0.001,6475.720,-2.050,425.660,98.708,-0.052,-0.021,40842.603,95.782,183.576,13.996,3.885,0.102,59.007,0.001,0.002,0.001,0.001,6360.159,-6.649,417.986,96.635,-0.163,-0.023,572.155,2.148,4.186,0.215,5.350,0.122,21.271,0.001,0.001,0.001,0.001,6353.816,-7.232,417.829,96.504,-0.380,-0.035,2449.668,8.701,25.353,0.915,20.933,0.282,-0.012,0.001,30.752
57.000,18317.508,1491.580,0.000,6357.192,-7.823,514.770,96.607,0.000,0.000,-0.012,0.001,6472.895,-3.557,524.406,98.735,-0.016,-0.015,44827.382,94.433,302.463,16.302,3.815,0.101,60.804,0.001,0.001,0.001,0.001,6353.614,-8.070,514.654,96.538,-0.148,-0.020,488.340,1.671,4.136,0.195,5.790,0.122,20.606,0.001,0.002,0.001,0.001,6348.003,-8.581,514.478,96.414,-0.377,-0.030,2085.108,6.692,24.616,0.797,21.136,0.265,-0.012,0.001,29.725
58.000,18292.713,1769.902,0.000,6348.636,-9.290,611.313,96.477,0.000,0.000,-0.019,0.001,6468.706,-5.053,622.879,98.710,0.030,-0.009,48969.883,92.961,464.064,18.778,3.759,0.100,62.581,-0.006,0.001,0.001,0.001,6346.912,-9.427,611.184,96.429,-0.063,-0.010,401.498,1.279,4.120,0.178,6.022,0.120,19.808,-0.006,0.002,0.001,0.001,6341.372,-9.906,611.074,96.313,-0.362,-0.025,1722.004,5.060,23.756,0.684,21.450,0.250,-0.019,0.001,28.566
59.000,18263.690,2047.816,0.000,6338.614,-10.755,707.715,96.324,0.000,0.000,-0.013,0.003,6462.848,-6.563,721.631,98.694,0.132,0.002,53262.299,91.369,675.816,21.419,3.713,0.099,64.338,0.001,0.002,0.001,0.001,6338.170,-10.820,707.646,96.299,-0.014,-0.006,321.775,0.976,4.105,0.163,6.126,0.117,18.948,0.001,0.003,0.001,0.001,6333.777,-11.220,707.443,96.188,-0.311,-0.017,1399.053,3.814,22.856,0.586,21.710,0.236,-0.013,0.003,27.377
60.000,18230.444,2325.256,0.000,6327.127,-12.217,803.954,96.150,0.000,0.000,-0.015,-0.002,6455.539,-8.069,820.285,98.647,0.010,-0.010,57697.255,89.663,945.519,24.222,3.678,0.099,66.075,-0.000,-0.003,0.001,0.001,6326.260,-12.298,803.825,96.116,-0.069,-0.010,255.478,0.754,4.091,0.150,6.135,0.115,18.103,-0.001,-0.002,0.001,0.001,6323.020,-12.625,803.656,96.022,-0.223,-0.009,1130.259,2.899,21.986,0.505,21.854,0.224,-0.015,-0.002,26.225
61.000,18192.984,2602.159,0.000,6314.180,-13.677,900.007,95.953,0.000,0.000,-0.015,-0.000,6446.703,-9.578,918.917,98.582,-0.019,-0.012,62266.291,87.846,1281.505,27.182,3.651,0.098,67.793,0.000,-0.000,0.001,0.001,6313.464,-13.746,899.865,95.921,-0.084,-0.012,203.099,0.597,4.081,0.140,6.085,0.113,17.315,0.000,-0.000,0.001,0.001,6310.770,-14.031,899.678,95.833,-0.248,-0.011,914.507,2.237,21.185,0.441,21.881,0.214,-0.015,-0.000,25.146
