Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Track Error,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF Track Error,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA,ET_Est_x,ET_Est_vx,ET_Est_y,ET_Est_vy,ET_Est_z,ET_Est_vz,ET_Cov_xx,ET_Cov_vxvx,ET_Cov_yy,ET_Cov_vyvy,ET_Cov_zz,ET_Cov_vzvz,ET_Meas_alpha,ET_Meas_beta
36.000,17859.904,-0.000,-4333.561,6197.722,22.881,-1505.700,94.183,0.000,0.000,6.746,6.947,6218.283,24.319,-1502.995,90.406,4.010,-0.528,1000.000,100.000,1000.000,100.000,1000.000,100.000,38.960,0.000,0.000,1.000,1.000,6163.483,19.694,-1485.894,93.669,-5.438,-3.190,1000.000,100.000,1000.000,100.000,1000.000,100.000,38.960,0.000,0.000,1.000,1.000,6212.722,34.322,-1490.700,141.275,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000,6.746,6.947
37.000,17923.726,-0.000,-4061.522,6219.886,21.447,-1411.346,94.520,0.000,0.000,6.370,6.540,6238.187,22.655,-1409.376,91.057,-6.265,-1.415,971.002,98.936,32.273,91.325,133.706,92.158,27.829,-0.049,-0.015,0.024,0.024,6213.200,21.982,-1410.876,92.845,1.138,-3.316,249.765,92.974,19.430,90.998,24.246,91.056,20.054,0.094,0.107,0.024,0.024,6244.137,31.104,-1407.200,134.498,-7.948,-2.962,685.117,99.477,27.099,88.603,99.482,89.775,6.370,6.540
38.000,17983.404,-0.000,-3788.544,6240.615,20.009,-1316.667,94.835,0.000,0.000,5.987,6.123,6260.281,21.402,-1314.765,94.189,-6.013,-0.063,1246.053,93.012,31.844,26.648,146.494,31.945,29.133,0.009,-0.018,0.003,0.003,6237.793,21.839,-1316.688,94.270,0.299,-1.046,188.564,74.290,16.568,25.734,19.711,26.722,18.865,0.021,-0.004,0.003,0.003,6252.564,27.447,-1313.666,134.752,0.170,-1.914,741.442,100.598,51.007,88.825,17.128,88.403,5.987,6.123
39.000,18038.926,-0.000,-3514.691,6259.902,18.565,-1221.684,95.128,0.000,0.000,5.589,5.706,6280.992,19.970,-1220.327,94.567,-6.199,-0.126,1708.391,92.068,33.489,9.652,168.433,15.016,31.009,-0.001,-0.000,0.002,0.002,6260.466,20.965,-1222.095,94.739,-0.392,-0.793,198.748,53.087,15.015,8.304,18.003,9.212,18.853,0.005,0.002,0.002,0.002,6262.985,19.854,-1214.092,114.143,-2.141,-1.958,303.426,89.567,26.090,43.768,41.908,51.061,nan,5.706
40.000,18090.278,-0.000,-3240.025,6277.744,17.118,-1126.418,95.399,0.000,0.000,5.182,5.278,6300.747,18.624,-1125.015,95.118,-6.700,-0.244,2334.015,90.963,35.541,5.145,193.290,9.517,33.028,-0.002,-0.004,0.001,0.001,6278.840,18.944,-1126.987,95.130,-0.393,-0.490,218.241,36.306,12.951,3.544,15.908,4.171,18.915,-0.001,-0.002,0.001,0.001,6287.047,18.615,-1121.086,106.090,-5.481,-2.276,340.267,69.177,24.087,25.336,36.076,27.900,nan,5.278
41.000,18137.447,-0.000,-2964.610,6294.136,15.666,-1030.892,95.648,0.000,0.000,4.771,4.844,6318.550,17.174,-1029.279,95.570,-6.344,-0.055,3043.186,86.945,37.701,3.558,212.287,6.716,34.843,0.004,-0.004,0.001,0.001,6295.992,17.212,-1031.390,95.520,-0.392,-0.338,235.095,25.146,11.195,1.829,13.978,2.230,18.939,0.001,-0.004,0.001,0.001,6307.964,17.503,-1026.932,102.835,-8.469,-2.429,353.175,49.405,21.963,17.931,35.442,19.556,nan,4.844
42.000,18180.424,-0.000,-2688.510,6309.074,14.211,-935.129,95.875,0.000,0.000,4.350,4.404,6335.046,15.733,-933.091,95.975,-5.924,0.073,3667.558,78.138,38.467,2.799,214.884,4.764,36.094,0.004,-0.004,0.001,0.001,6311.191,15.464,-935.289,95.893,-0.191,-0.198,250.227,18.077,9.793,1.080,12.305,1.329,18.955,0.002,-0.006,0.001,0.001,6342.920,19.974,-930.124,101.896,-7.840,-1.675,272.007,31.070,10.851,13.968,15.523,14.252,nan,nan
43.000,18219.198,-0.000,-2411.788,6322.556,12.752,-839.149,96.080,0.000,0.000,3.920,3.966,6346.664,13.808,-837.639,96.071,-4.901,0.205,4006.500,64.654,36.546,2.264,195.382,3.254,36.512,0.002,0.004,0.001,0.001,6325.324,13.885,-839.408,96.095,-0.274,-0.173,266.267,13.577,8.677,0.709,10.880,0.858,19.000,-0.001,0.001,0.001,0.001,6373.619,20.602,-833.207,101.370,-10.331,-1.832,278.072,24.452,10.485,12.055,15.463,12.238,nan,nan
44.000,18253.761,-0.000,-2134.509,6334.577,11.291,-742.976,96.263,0.000,0.000,3.485,3.520,6356.692,11.978,-741.897,96.188,-3.896,0.302,3981.658,49.288,32.110,1.793,159.259,2.154,36.086,0.002,0.002,0.001,0.001,6337.919,12.326,-743.328,96.278,-0.358,-0.156,285.347,10.645,7.779,0.507,9.665,0.589,19.096,0.000,0.000,0.001,0.001,6403.139,20.662,-736.355,101.049,-12.271,-1.842,297.426,20.667,10.312,10.840,14.612,10.936,nan,nan
45.000,18284.103,-0.000,-1856.737,6345.136,9.826,-646.631,96.423,0.000,0.000,3.042,3.068,6368.158,10.543,-645.509,96.390,-3.562,0.312,3687.174,35.362,26.493,1.383,118.547,1.443,35.044,0.001,-0.001,0.001,0.001,6348.730,10.741,-646.777,96.489,-0.245,-0.110,309.245,8.688,7.049,0.391,8.621,0.425,19.257,-0.000,-0.003,0.001,0.001,6431.277,20.335,-639.302,100.887,-13.598,-1.745,328.488,18.392,10.180,10.036,13.809,10.075,nan,nan
