Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Track Quality,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF Track Quality,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA,ET_Est_x,ET_Est_vx,ET_Est_y,ET_Est_vy,ET_Est_z,ET_Est_vz,ET_Cov_xx,ET_Cov_vxvx,ET_Cov_yy,ET_Cov_vyvy,ET_Cov_zz,ET_Cov_vzvz,ET_Meas_alpha,ET_Meas_beta
36.000,17859.904,-0.000,-4333.561,6197.722,22.881,-1505.700,94.183,0.000,0.000,6.746,6.946,6212.722,34.322,-1490.700,141.275,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000,0.000,0.000,0.000,1.000,1.000,6212.722,34.322,-1490.700,141.275,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000,0.000,0.000,0.000,1.000,1.000,6212.722,34.322,-1490.700,141.275,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000
37.000,17923.726,-0.000,-4061.522,6219.886,21.447,-1411.346,94.520,0.000,0.000,6.370,6.537,6244.321,31.096,-1396.539,135.878,-3.900,-2.439,700.767,99.750,157.571,90.778,217.452,91.740,0.000,-0.105,0.274,0.021,0.021,6236.519,30.092,-1398.377,135.617,0.885,-1.822,616.874,98.428,153.367,90.624,158.287,90.754,0.000,-0.105,0.274,0.021,0.021,6244.320,31.096,-1396.544,135.877,-3.900,-2.439,700.769,99.751,157.609,90.779,217.452,91.740
38.000,17983.404,-0.000,-3788.544,6240.615,20.009,-1316.667,94.835,0.000,0.000,5.985,6.120,6275.596,29.182,-1293.276,125.576,-9.627,-3.554,1016.615,98.446,129.425,68.730,216.416,71.181,0.000,-0.019,0.240,0.011,0.011,6260.202,26.060,-1296.108,124.894,-1.837,-2.235,736.307,92.257,121.575,68.059,130.416,68.531,0.000,-0.031,0.235,0.011,0.012,6254.765,27.702,-1303.576,136.064,15.000,0.000,747.062,100.674,171.126,90.857,1265.677,109.198
39.000,18038.926,-0.000,-3514.691,6259.902,18.565,-1221.684,95.128,0.000,0.000,5.592,5.704,6304.116,27.747,-1198.969,115.486,-12.802,-3.567,1526.507,97.633,131.508,47.150,249.364,50.379,0.000,0.003,0.233,0.011,0.011,6280.170,22.690,-1202.221,114.635,-2.967,-1.952,910.646,83.013,119.097,45.861,130.123,46.464,0.000,-0.013,0.225,0.011,0.011,6270.778,22.306,-1199.199,124.903,14.463,-0.061,939.731,98.514,120.905,67.971,5087.852,169.870
40.000,18090.278,-0.000,-3240.025,6277.744,17.118,-1126.418,95.399,0.000,0.000,5.184,5.275,6329.290,26.007,-1106.815,109.170,-14.755,-3.263,2228.685,97.711,132.977,33.269,283.096,36.356,0.000,0.008,0.178,0.010,0.010,6297.009,19.860,-1110.415,108.190,-3.150,-1.497,1096.791,72.876,114.899,31.471,127.464,32.049,0.000,-0.008,0.171,0.011,0.011,6291.010,19.217,-1107.160,113.732,15.130,-0.007,1347.006,94.651,123.151,43.629,24592.340,456.216
41.000,18137.447,-0.000,-2964.610,6294.136,15.666,-1030.892,95.648,0.000,0.000,4.770,4.845,6350.712,23.948,-1014.603,105.440,-15.284,-2.754,3115.966,98.084,133.304,25.281,312.521,27.709,0.000,0.014,0.134,0.010,0.010,6311.821,17.437,-1018.234,104.441,-2.811,-1.080,1278.313,63.488,109.166,23.112,122.376,23.569,0.000,-0.004,0.128,0.010,0.010,6311.102,17.314,-1016.729,107.170,22.851,0.834,2288.879,92.331,129.577,28.802,121644.672,1628.625
42.000,18180.424,-0.000,-2688.510,6309.074,14.211,-935.129,95.875,0.000,0.000,4.350,4.406,6368.215,21.660,-921.400,103.250,-14.590,-2.178,4166.889,98.144,133.435,20.643,334.124,22.198,0.000,0.017,0.100,0.009,0.009,6325.566,15.367,-924.682,102.330,-2.394,-0.779,1455.642,55.603,103.715,18.219,116.758,18.527,0.000,-0.001,0.094,0.010,0.010,6324.823,15.238,-924.731,104.328,-5.888,-2.204,1859.921,78.980,104.568,22.977,713.926,61.999
43.000,18219.198,-0.000,-2411.788,6322.556,12.752,-839.149,96.080,0.000,0.000,3.916,3.962,6382.230,19.277,-827.267,101.900,-13.867,-1.774,5340.949,97.445,133.129,17.821,344.054,18.460,0.000,0.012,0.076,0.009,0.009,6336.850,13.323,-830.410,100.993,-2.082,-0.592,1636.994,49.354,99.172,15.245,111.443,15.407,0.000,-0.005,0.072,0.009,0.009,6339.067,13.492,-830.381,102.480,-8.289,-2.236,2378.234,73.315,96.659,18.659,3005.277,123.194
44.000,18253.761,-0.000,-2134.509,6334.577,11.291,-742.976,96.263,0.000,0.000,3.485,3.519,6391.314,16.702,-733.305,100.851,-11.639,-1.253,6578.772,95.706,131.736,15.995,339.450,15.784,0.000,0.019,0.066,0.009,0.009,6347.946,11.579,-735.640,100.113,-1.702,-0.434,1833.619,44.600,95.583,13.365,106.680,13.395,0.000,0.001,0.062,0.009,0.009,6352.018,11.862,-735.317,101.243,-11.314,-2.349,3274.612,69.980,93.459,15.610,13272.297,344.348
45.000,18284.103,-0.000,-1856.737,6345.136,9.826,-646.631,96.423,0.000,0.000,3.043,3.072,6396.613,14.103,-639.228,100.026,-9.231,-0.833,7812.171,92.857,128.839,14.728,320.062,13.805,0.000,0.017,0.057,0.009,0.009,6358.517,10.007,-640.268,99.539,-1.465,-0.331,2057.691,41.112,92.787,12.141,102.451,12.052,0.000,0.001,0.054,0.008,0.008,6366.646,10.613,-639.909,100.428,-21.572,-3.396,5188.821,70.661,91.549,13.578,56499.262,1065.904
