Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Track Error,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF Track Error,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA,ET_Est_x,ET_Est_vx,ET_Est_y,ET_Est_vy,ET_Est_z,ET_Est_vz,ET_Cov_xx,ET_Cov_vxvx,ET_Cov_yy,ET_Cov_vyvy,ET_Cov_zz,ET_Cov_vzvz,ET_Meas_alpha,ET_Meas_beta,ET_Track Error
0.000,12995.305,-12995.305,0.000,4509.927,68.535,-4509.927,68.535,0.000,0.000,0.000,-0.001,4536.150,69.610,-4502.969,69.313,14.562,-8.253,1000.000,100.000,1000.000,100.000,1000.000,100.000,38.960,0.000,0.000,1.000,1.000,4526.836,74.562,-4513.607,68.654,-2.568,9.857,1000.000,100.000,1000.000,100.000,1000.000,100.000,38.960,0.000,0.000,1.000,1.000,4496.038,76.503,-4515.187,65.148,12.649,-0.365,1000.000,100.000,1000.000,100.000,1000.000,100.000,38.960
0.500,13093.721,-12896.138,0.000,4544.064,68.012,-4475.530,69.054,0.000,0.000,0.001,0.000,4554.431,68.279,-4484.740,69.037,0.176,-8.754,526.831,98.852,515.540,98.788,17.213,97.629,28.230,-0.113,-0.050,0.024,0.024,4556.317,73.662,-4486.895,68.888,0.041,9.751,527.888,98.910,514.479,98.844,17.204,97.743,28.229,-0.053,-0.011,0.024,0.024,4542.563,76.440,-4473.897,66.213,0.211,-0.964,529.870,98.967,512.548,98.893,17.258,97.849
1.000,13191.381,-12796.225,0.000,4577.938,67.485,-4440.874,69.568,0.000,0.000,0.001,0.000,4588.210,67.508,-4450.286,69.307,-1.165,-5.213,569.210,79.742,541.951,76.954,12.404,56.595,28.470,-0.002,0.020,0.001,0.001,4592.204,71.988,-4453.512,68.274,1.490,5.753,569.660,79.735,541.942,77.028,12.400,56.673,28.473,-0.010,-0.023,0.001,0.001,4579.907,74.936,-4441.674,65.778,-0.020,-0.672,570.544,79.728,541.595,77.175,12.433,56.832
1.500,13288.278,-12695.573,0.000,4611.549,66.955,-4405.962,70.079,0.000,0.000,-0.005,0.003,4621.405,66.453,-4416.141,69.239,-0.663,-1.979,643.246,66.287,592.153,59.359,12.279,25.407,29.176,-0.005,0.021,0.001,0.001,4626.994,70.153,-4420.814,67.404,1.765,3.048,643.304,66.274,592.564,59.387,12.272,25.438,29.178,-0.013,-0.018,0.001,0.001,4616.110,73.043,-4410.337,64.847,0.358,0.071,643.515,66.240,592.896,59.489,12.304,25.536
2.000,13384.407,-12594.188,0.000,4644.893,66.420,-4370.796,70.586,0.000,0.000,0.000,0.001,4655.010,66.374,-4380.746,70.234,-0.418,-0.981,745.537,61.630,663.676,50.882,11.252,12.176,30.046,0.006,0.009,0.001,0.001,4662.039,69.741,-4386.849,68.053,1.346,1.476,745.474,61.633,664.181,50.884,11.243,12.192,30.047,0.001,-0.014,0.001,0.001,4652.515,72.586,-4377.767,65.443,0.313,0.006,745.380,61.602,664.697,50.943,11.272,12.247
2.500,13479.762,-12492.074,0.000,4677.969,65.882,-4335.377,71.088,0.000,0.000,0.000,0.002,4688.348,66.028,-4345.165,70.951,-0.187,-0.515,877.024,60.593,756.010,46.382,10.031,6.560,31.055,0.004,0.006,0.001,0.001,4696.824,69.268,-4352.635,68.636,1.090,0.833,876.962,60.607,756.512,46.373,10.021,6.571,31.057,0.001,-0.008,0.001,0.001,4688.659,72.101,-4344.945,66.011,0.336,0.019,876.745,60.584,757.057,46.408,10.046,6.604
3.000,13574.339,-12389.239,0.000,4710.774,65.340,-4299.708,71.587,0.000,0.000,-0.002,-0.001,4721.220,65.484,-4309.577,71.445,-0.347,-0.463,1039.087,60.940,867.969,43.459,8.936,3.904,32.171,-0.000,0.001,0.001,0.001,4731.181,68.680,-4318.372,69.086,0.607,0.352,1039.069,60.959,868.447,43.445,8.925,3.912,32.172,-0.002,-0.008,0.001,0.001,4724.396,71.523,-4312.062,66.466,0.039,-0.146,1038.806,60.944,868.976,43.466,8.947,3.933
3.500,13668.131,-12285.687,0.000,4743.308,64.794,-4263.791,72.081,0.000,0.000,-0.004,-0.001,4753.718,64.891,-4273.867,71.879,-0.378,-0.372,1232.983,61.869,998.315,41.224,8.017,2.511,33.357,-0.002,0.002,0.001,0.001,4765.195,68.080,-4283.947,69.516,0.359,0.159,1233.021,61.890,998.764,41.209,8.006,2.517,33.358,-0.003,-0.004,0.001,0.001,4759.814,70.944,-4279.004,66.915,-0.083,-0.168,1232.747,61.880,999.263,41.222,8.025,2.532
4.000,13761.133,-12181.426,0.000,4775.568,64.245,-4227.627,72.572,0.000,0.000,-0.001,-0.002,4786.195,64.411,-4237.593,72.454,-0.461,-0.331,1459.876,63.068,1145.858,39.329,7.256,1.717,34.584,0.003,0.001,0.001,0.001,4799.206,67.612,-4248.917,70.107,0.125,0.035,1459.973,63.089,1146.281,39.313,7.245,1.722,34.585,0.002,-0.004,0.001,0.001,4795.235,70.503,-4245.303,67.534,-0.229,-0.193,1459.703,63.083,1146.747,39.322,7.261,1.732
4.500,13853.340,-12076.460,0.000,4807.552,63.692,-4191.220,73.058,0.000,0.000,-0.002,-0.000,4818.359,63.893,-4201.120,72.986,-0.417,-0.258,1720.840,64.402,1309.500,37.618,6.624,1.233,35.832,0.002,0.003,0.001,0.001,4832.933,67.116,-4213.662,70.665,0.061,0.006,1720.998,64.423,1309.900,37.603,6.613,1.237,35.833,0.001,-0.001,0.001,0.001,4830.392,70.036,-4211.358,68.125,-0.229,-0.159,1720.743,64.420,1310.337,37.609,6.627,1.245
5.000,13944.746,-11970.796,0.000,4839.259,63.135,-4154.571,73.539,0.000,0.000,-0.002,-0.001,4850.217,63.353,-4164.438,73.492,-0.393,-0.210,2016.996,65.810,1488.095,36.019,6.095,0.922,37.085,0.001,0.002,0.001,0.001,4866.377,66.603,-4178.172,71.204,0.005,-0.013,2017.214,65.831,1488.476,36.005,6.084,0.926,37.086,0.000,-0.001,0.001,0.001,4865.289,69.556,-4177.156,68.700,-0.238,-0.137,2016.981,65.830,1488.887,36.008,6.096,0.932
