Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Track Quality,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF Track Quality,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA,ET_Est_x,ET_Est_vx,ET_Est_y,ET_Est_vy,ET_Est_z,ET_Est_vz,ET_Cov_xx,ET_Cov_vxvx,ET_Cov_yy,ET_Cov_vyvy,ET_Cov_zz,ET_Cov_vzvz,ET_Meas_alpha,ET_Meas_beta
36.000,17859.904,-0.000,-4333.561,6197.722,22.881,-1505.700,94.183,0.000,0.000,6.744,6.954,6212.722,34.322,-1490.700,141.275,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000,0.000,0.000,0.000,1.000,1.000,6212.722,34.322,-1490.700,141.275,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000,0.000,0.000,0.000,1.000,1.000,6212.722,34.322,-1490.700,141.275,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000,6.744,6.954
39.000,18038.926,-0.000,-3514.691,6259.902,18.565,-1221.684,95.128,0.000,0.000,5.591,5.705,6305.992,27.324,-1201.350,117.104,-10.345,-4.829,1450.767,96.024,174.273,50.989,280.381,54.061,0.000,-0.120,0.721,0.038,0.039,6283.116,23.004,-1204.674,116.171,-0.956,-3.040,1131.369,85.345,168.975,49.798,181.272,50.462,0.000,-0.120,0.721,0.038,0.039,6305.991,27.324,-1201.371,117.100,-10.345,-4.829,1450.771,96.025,174.323,50.991,280.382,54.061,5.591,5.705
42.000,18180.424,-0.000,-2688.510,6309.074,14.211,-935.129,95.875,0.000,0.000,4.349,4.407,6366.408,21.003,-916.671,103.995,-14.238,-3.052,3974.561,95.422,172.552,21.403,361.869,22.599,0.000,0.043,0.389,0.024,0.023,6330.633,15.797,-919.835,103.165,-3.386,-1.757,2225.246,64.902,152.700,19.289,172.157,19.549,0.000,0.012,0.369,0.023,0.023,6321.096,15.554,-916.476,117.196,15.000,0.000,1541.782,101.029,193.805,50.021,2842.479,147.081,nan,4.407
45.000,18284.103,-0.000,-1856.737,6345.136,9.826,-646.631,96.423,0.000,0.000,3.042,3.066,6390.230,13.375,-634.852,99.867,-9.140,-1.317,7582.739,90.208,166.982,12.105,352.031,10.950,0.000,0.055,0.187,0.018,0.018,6360.103,10.046,-636.057,99.428,-2.456,-0.841,3598.320,51.993,137.310,9.866,154.038,9.567,0.000,0.023,0.169,0.017,0.017,6351.253,8.601,-628.978,103.658,14.544,-0.056,3510.877,90.396,164.551,18.386,25621.461,434.729,nan,3.066
48.000,18349.748,-0.000,-1021.101,6368.013,5.422,-356.789,96.771,0.000,0.000,1.685,1.705,6383.599,5.771,-351.467,98.035,-3.155,-0.475,10600.053,75.371,148.373,8.640,241.626,6.498,0.000,0.039,0.105,0.015,0.015,6376.555,4.980,-349.047,98.216,-1.618,-0.449,5577.419,46.775,123.035,6.983,131.233,6.154,0.000,0.016,0.096,0.013,0.013,6381.683,5.094,-345.555,99.695,20.073,0.459,6298.415,78.653,127.263,9.011,192362.438,1662.944,1.685,1.705
51.000,18377.222,-0.000,-183.341,6377.656,1.006,-66.205,96.918,0.000,0.000,0.303,0.314,6370.664,-0.214,-63.400,97.325,-0.904,-0.247,11617.122,55.697,125.770,6.780,134.355,5.068,0.000,0.020,0.041,0.014,0.014,6378.584,0.072,-58.340,97.803,-0.671,-0.222,8469.923,45.616,113.101,6.390,114.335,4.869,0.000,0.013,0.055,0.011,0.011,6397.318,1.154,-58.041,98.690,-6.598,-1.578,9833.420,73.566,107.153,8.183,906.259,21.802,nan,0.314
