Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Track Error,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF Track Error,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA,ET_Est_x,ET_Est_vx,ET_Est_y,ET_Est_vy,ET_Est_z,ET_Est_vz,ET_Cov_xx,ET_Cov_vxvx,ET_Cov_yy,ET_Cov_vyvy,ET_Cov_zz,ET_Cov_vzvz,ET_Meas_alpha,ET_Meas_beta
36.000,17859.904,-4333.561,0.000,6197.722,22.881,-1505.700,94.183,0.000,0.000,0.009,-0.001,6207.215,8.744,-1506.668,101.837,-17.425,2.755,1000.000,100.000,1000.000,100.000,1000.000,100.000,38.960,0.000,0.000,1.000,1.000,6177.905,23.050,-1503.058,93.152,6.936,-4.123,1000.000,100.000,1000.000,100.000,1000.000,100.000,38.960,0.000,0.000,1.000,1.000,6212.722,34.322,-1490.700,141.275,15.000,0.000,625.000,100.000,625.000,100.000,625.000,100.000,0.009,-0.001
37.000,17923.726,-4061.522,0.000,6219.886,21.447,-1411.346,94.520,0.000,0.000,0.009,0.002,6214.782,7.047,-1406.318,101.594,-0.628,4.010,1047.321,99.617,70.316,90.619,17.290,90.221,26.805,-0.007,-0.068,0.025,0.025,6213.200,21.982,-1410.876,92.845,1.138,-3.316,249.765,92.974,19.430,90.998,24.246,91.056,20.054,-0.013,-0.011,0.025,0.025,6231.553,29.480,-1408.726,134.263,0.726,-1.842,736.513,100.524,55.937,88.900,17.129,88.403,0.009,0.002
38.000,17983.404,-3788.544,0.000,6240.615,20.009,-1316.667,94.835,0.000,0.000,0.010,-0.001,6220.740,4.941,-1307.863,98.970,0.321,1.470,1339.070,97.772,75.138,26.905,15.185,24.441,28.045,-0.017,-0.017,0.003,0.003,6237.792,21.839,-1316.688,94.270,0.299,-1.045,188.564,74.290,16.568,25.734,19.711,26.722,18.865,-0.011,-0.011,0.003,0.003,6264.645,29.006,-1312.333,134.960,-6.611,-2.789,696.083,99.664,25.822,88.578,89.509,89.608,0.010,-0.001
39.000,18038.926,-3514.691,0.000,6259.902,18.565,-1221.684,95.128,0.000,0.000,0.009,0.002,6224.802,3.245,-1210.512,97.944,0.661,0.822,1828.922,98.283,83.667,9.959,13.867,7.804,29.836,-0.009,-0.007,0.002,0.002,6260.465,20.965,-1222.095,94.739,-0.392,-0.793,198.748,53.087,15.015,8.304,18.003,9.212,18.853,-0.004,-0.002,0.002,0.002,6268.241,23.975,-1218.303,113.393,-0.149,-1.082,190.066,71.648,9.075,42.035,13.341,44.702,0.009,nan
40.000,18090.278,-3240.025,0.000,6277.744,17.118,-1126.418,95.399,0.000,0.000,0.011,-0.002,6227.293,1.701,-1112.822,97.686,0.203,0.286,2517.804,99.123,93.062,4.842,12.020,3.331,31.822,-0.001,-0.009,0.001,0.001,6278.839,18.944,-1126.987,95.130,-0.394,-0.490,218.241,36.306,12.951,3.544,15.908,4.171,18.915,0.001,-0.008,0.001,0.001,6291.792,21.464,-1123.526,105.840,-0.260,-0.427,168.147,54.237,8.791,24.651,12.010,26.425,0.011,nan
41.000,18137.447,-2964.610,0.000,6294.136,15.666,-1030.892,95.648,0.000,0.000,0.011,0.000,6228.219,0.166,-1015.489,97.388,0.212,0.195,3407.867,99.918,101.771,2.662,10.449,1.718,33.870,-0.002,-0.002,0.001,0.001,6295.992,17.212,-1031.389,95.520,-0.391,-0.337,235.095,25.146,11.195,1.829,13.978,2.230,18.939,-0.000,-0.004,0.001,0.001,6311.669,19.217,-1028.373,102.800,-0.215,-0.186,181.040,40.501,8.520,17.693,11.788,18.710,0.011,nan
42.000,18180.424,-2688.510,0.000,6309.074,14.211,-935.129,95.875,0.000,0.000,0.009,-0.002,6227.603,-1.360,-918.620,97.040,0.014,0.089,4500.967,100.602,107.927,1.537,9.200,1.007,35.891,-0.004,-0.004,0.001,0.001,6311.190,15.463,-935.289,95.893,-0.191,-0.198,250.227,18.077,9.793,1.080,12.305,1.329,18.955,-0.002,-0.005,0.001,0.001,6326.180,16.494,-932.100,101.397,0.333,0.047,220.945,32.305,11.656,14.344,11.698,14.786,nan,nan
43.000,18219.198,-2411.788,0.000,6322.556,12.752,-839.149,96.080,0.000,0.000,0.011,0.000,6225.487,-2.868,-821.738,96.768,0.094,0.086,5798.423,101.156,110.130,0.936,8.209,0.647,37.843,-0.000,-0.000,0.001,0.001,6325.328,13.885,-839.409,96.094,-0.273,-0.173,266.267,13.577,8.677,0.709,10.880,0.858,19.000,0.002,-0.001,0.001,0.001,6340.291,14.488,-835.813,100.535,0.299,0.056,256.757,26.464,11.586,12.254,11.562,12.510,nan,nan
44.000,18253.761,-2134.509,0.000,6334.577,11.291,-742.976,96.263,0.000,0.000,0.012,0.001,6221.873,-4.367,-725.056,96.490,0.229,0.096,7300.995,101.575,107.580,0.675,7.414,0.447,39.707,0.001,0.001,0.001,0.001,6337.918,12.326,-743.327,96.278,-0.357,-0.156,285.347,10.645,7.779,0.507,9.665,0.589,19.096,0.003,-0.001,0.001,0.001,6352.561,12.607,-739.319,99.968,0.398,0.080,292.685,22.513,11.390,10.942,11.381,11.080,nan,nan
45.000,18284.103,-1856.737,0.000,6345.136,9.826,-646.631,96.423,0.000,0.000,0.009,-0.002,6216.729,-5.861,-628.985,96.131,0.060,0.049,9008.892,101.857,100.025,0.679,6.767,0.328,41.476,-0.003,-0.003,0.001,0.001,6348.730,10.741,-646.777,96.489,-0.245,-0.110,309.245,8.688,7.049,0.391,8.621,0.425,19.257,-0.001,-0.004,0.001,0.001,6363.864,10.935,-643.411,99.449,0.001,0.007,333.766,19.925,11.168,10.071,11.186,10.133,nan,nan
46.000,18310.219,-1578.535,0.000,6354.230,8.360,-550.136,96.562,0.000,0.000,0.012,-0.002,6210.124,-7.344,-532.960,95.805,-0.069,0.021,10921.803,101.999,87.763,0.912,6.236,0.253,43.150,0.001,-0.002,0.001,0.001,6357.454,9.097,-550.212,96.633,-0.088,-0.069,339.690,7.357,6.448,0.323,7.715,0.321,19.493,0.002,-0.004,0.001,0.001,6373.611,9.316,-546.378,99.216,-0.214,-0.024,385.039,18.298,10.941,9.473,10.988,9.483,nan,nan
47.000,18332.103,-1299.968,0.000,6361.856,6.892,-453.515,96.677,0.000,0.000,0.011,-0.003,6202.047,-8.816,-437.374,95.441,0.160,0.051,13038.808,102.002,71.705,1.356,5.795,0.204,44.733,-0.001,-0.003,0.001,0.001,6364.536,7.471,-453.466,96.758,0.024,-0.045,378.606,6.446,5.950,0.283,6.920,0.252,19.810,0.001,-0.004,0.001,0.001,6380.497,7.549,-449.547,98.964,0.306,0.063,452.048,17.369,10.722,9.054,10.787,9.024,nan,nan
48.000,18349.748,-1021.101,0.000,6368.013,5.422,-356.789,96.771,0.000,0.000,0.012,-0.002,6192.481,-10.282,-342.112,95.061,0.033,0.027,15358.440,101.864,53.301,2.004,5.426,0.171,46.227,0.000,-0.003,0.001,0.001,6370.639,5.928,-356.766,96.843,0.061,-0.034,428.126,5.826,5.534,0.262,6.219,0.205,20.214,0.002,-0.002,0.001,0.001,6387.393,6.027,-352.501,98.791,-0.065,0.002,542.570,16.991,10.509,8.757,10.583,8.695,nan,nan
49.000,18363.152,-741.997,0.000,6372.699,3.951,-259.980,96.842,0.000,0.000,0.011,0.003,6181.486,-11.734,-247.280,94.654,0.247,0.050,17878.696,101.586,34.576,2.847,5.117,0.148,47.641,-0.000,0.003,0.001,0.001,6375.180,4.385,-259.913,96.915,0.233,-0.008,490.392,5.411,5.186,0.253,5.606,0.173,20.704,0.001,0.003,0.001,0.001,6392.705,4.505,-255.485,98.624,-0.435,-0.050,666.931,17.084,10.304,8.549,10.375,8.455,nan,nan
50.000,18372.310,-462.723,0.000,6375.914,2.479,-163.112,96.891,0.000,0.000,0.010,0.001,6169.010,-13.178,-152.963,94.214,0.268,0.046,20596.959,101.169,18.116,3.883,4.858,0.132,48.986,-0.002,-0.000,0.001,0.001,6379.060,2.933,-162.888,96.990,0.209,-0.010,567.357,5.153,4.883,0.258,5.148,0.151,21.278,-0.001,-0.000,0.001,0.001,6395.818,2.921,-158.619,98.433,-0.306,-0.024,838.279,17.604,10.121,8.410,10.174,8.279,nan,nan
51.000,18377.222,-183.341,0.000,6377.656,1.006,-66.205,96.918,0.000,0.000,0.010,0.003,6155.130,-14.610,-59.045,93.759,0.420,0.058,23510.119,100.614,7.067,5.108,4.640,0.121,50.302,-0.001,0.002,0.001,0.001,6381.029,1.436,-65.850,97.030,0.339,0.007,658.253,4.995,4.676,0.278,4.817,0.136,21.914,-0.001,0.002,0.001,0.001,6397.920,1.402,-61.419,98.302,-0.548,-0.053,1066.554,18.470,9.988,8.326,10.011,8.149,nan,nan
